"geneid"	"sample1"	"sample2"	"sample3"	"sample4"	"sample5"	"sample6"
"14849"	339768	14	6	24	14	4	23
"14850"	377007	15	14	20	5	0	3
"14851"	151176	150	36	297	39	107	94
"14852"	80895	858	308	722	1894	1906	1874
"14853"	151174	179	68	168	292	340	332
"14854"	643387	414	127	521	1285	1313	1422
"14855"	55502	1930	914	2165	8801	12217	9881
"14856"	8864	1421	399	3574	2427	1776	2171
"14857"	26146	1567	394	1441	2551	1598	2353
"14858"	51665	4131	1547	5400	4804	4816	5183
"14859"	151171	0	5	2	9	0	9
"14860"	100287387	45	5	177	7	0	4
"14861"	117581	31	11	113	9	2	0
"14862"	401039	0	0	0	0	0	0
"14863"	9759	2496	471	4298	8002	5402	5505
"14864"	85009	35	17	7	10	10	11
"14865"	100423043	9	0	18	0	1	0
"14866"	100128563	12	2	15	46	20	26
"14867"	401040	1	0	3	10	0	2
"14868"	4705	6178	1087	5625	10200	7413	10790
"14869"	389090	41	1	0	7	2	1
"14870"	643905	0	0	0	0	0	0
"14871"	150681	164	3	0	1	1	0
"14872"	150678	1593	1426	727	1090	847	665
"14873"	150677	20	43	11	6	9	4
"14874"	2817	10037	3353	12501	15915	19531	17305
"14875"	100505507	3	0	4	2	4	1
"14876"	100130449	241	67	329	908	1187	864
"14877"	406941	19	2	17	29	84	41
"14878"	51281	342	82	428	657	995	562
"14879"	285193	282	94	266	393	375	392
"14880"	57140	1450	738	1636	1730	1959	2017
"14881"	11132	1501	546	2254	2931	3027	3191
"14882"	2859	223	56	159	155	307	169
"14883"	653437	21	0	22	3	22	4
"14884"	375318	9	2	9	0	13	1
"14885"	100505527	0	0	0	0	0	0
"14886"	547	84218	22878	142737	99328	71022	52217
"14887"	189	0	0	0	0	0	0
"14888"	79919	5	1	5	0	0	2
"14889"	728763	0	0	4	1	0	1
"14890"	200772	4	7	3	0	0	1
"14891"	728208	0	0	0	3	0	0
"14892"	25992	1111	288	1668	781	559	761
"14893"	130916	1972	577	2400	5069	6201	5661
"14894"	23178	692	68	1061	2885	2757	3276
"14895"	5510	4032	732	3580	3280	2183	2791
"14896"	50636	106	34	104	101	21	107
"14897"	3069	12712	3261	16602	19090	17391	17783
"14898"	4735	16979	11119	6161	16719	18202	23253
"14899"	9855	860	311	1072	1809	1744	1413
"14900"	100422942	0	0	0	2	0	1
"14901"	10494	7159	1619	9503	11316	9290	10993
"14902"	100379249	5	0	13	8	7	7
"14903"	666	3973	550	3251	4952	2996	2963
"14904"	51078	2415	591	2811	2258	2137	2441
"14905"	23192	3683	1022	4661	5716	5905	5412
"14906"	1841	284	216	198	840	1168	1025
"14907"	84289	2207	582	2684	4237	3345	3914
"14908"	728294	1067	455	1215	1286	1386	1238
"14909"	64090	101	8	137	47	38	81
"14910"	100505565	165	189	102	97	31	181
"14911"	129807	815	509	825	105	78	184
"14912"	5133	2	5	7	7	4	14
"14913"	285093	977	272	1672	416	276	404
"14914"	285095	78	98	34	5	21	5
"14915"	285097	120	66	97	541	381	422
"14916"	728323	37	7	73	180	145	171
"14917"	245938	0	0	0	0	0	0
"14918"	81623	0	0	0	0	0	0
"14919"	140850	3	0	0	0	0	0
"14920"	245939	0	0	0	0	0	0
"14921"	140881	0	0	0	0	0	0
"14922"	400830	0	0	0	0	0	0
"14923"	140680	440	148	436	3535	882	1111
"14924"	85364	1634	358	1545	4882	3210	4468
"14925"	100507459	136	73	164	797	524	499
"14926"	6666	2054	565	2685	25207	20472	19836
"14927"	80023	14600	2473	16277	9309	6175	7630
"14928"	57761	197	128	275	1343	854	877
"14929"	10616	2484	972	2494	3466	4897	4170
"14930"	128637	3877	1225	4121	6302	4722	5675
"14931"	1457	2703	539	2344	9412	7042	8118
"14932"	6939	26	38	23	68	21	43
"14933"	140809	3132	586	3161	2008	933	1765
"14934"	85508	514	29	458	5374	13154	11270
"14935"	113278	139	83	200	73	67	28
"14936"	83541	121	44	272	1832	1682	1662
"14937"	51378	4	5	2	5	2	6
"14938"	343637	79	36	176	71	8	53
"14939"	9491	4461	1284	5672	9373	7764	8201
"14940"	55321	983	178	1511	2976	1113	1486
"14941"	400831	30	8	26	44	41	54
"14942"	642636	5	3	0	2	1	0
"14943"	9751	14882	2865	22988	5576	3014	4194
"14944"	27111	679	387	818	318	248	379
"14945"	100507495	169	39	148	417	418	366
"14946"	100288764	4	0	0	14	25	25
"14947"	100507523	0	0	0	2	2	1
"14948"	2280	5640	778	5868	8829	5043	6975
"14949"	55968	4532	1197	4724	7226	5438	6885
"14950"	284759	41	0	25	28	32	57
"14951"	128646	0	0	5	0	0	0
"14952"	10326	949	128	1970	88	80	109
"14953"	55423	4	3	5	0	2	3
"14954"	140885	28460	6889	43332	1863	1512	3662
"14955"	5173	193	31	194	126	677	290
"14956"	140901	2871	434	4824	4753	4834	4984
"14957"	388780	5	12	21	5	8	15
"14958"	7053	26	0	22	17	3	4
"14959"	343641	0	0	0	2	0	0
"14960"	6628	1264	385	1162	2466	2476	2454
"14961"	100113378	3	1	0	2	8	6
"14962"	79175	596	122	760	2254	2026	2447
"14963"	117532	27	13	52	982	198	813
"14964"	10528	4031	585	3867	8401	6157	8973
"14965"	100302138	5	0	9	12	8	7
"14966"	692213	19	4	27	72	71	91
"14967"	677831	6	4	20	36	21	60
"14968"	692201	0	0	0	0	0	0
"14969"	26793	15	2	5	73	101	133
"14970"	26792	26	2	28	50	44	91
"14971"	3420	3197	635	2982	3309	3221	3767
"14972"	57593	976	472	1022	3327	2937	3938
"14973"	56265	12	39	17	879	2179	3656
"14974"	128653	0	0	0	0	0	1
"14975"	100288797	0	0	0	0	0	0
"14976"	64773	2475	712	2921	3383	4397	5136
"14977"	64601	1163	243	1363	3266	2846	3179
"14978"	5786	9696	3246	8630	11851	9124	12355
"14979"	2797	4	1	29	12	21	16
"14980"	64949	2441	855	2866	2669	2704	2922
"14981"	5020	2	0	4	8	4	4
"14982"	551	8	0	0	0	1	2
"14983"	22888	1202	262	1169	1108	1140	1224
"14984"	60493	1184	204	929	2732	2003	2522
"14985"	9762	25104	2956	46487	7052	6000	6407
"14986"	65992	2256	686	3563	2020	2237	2136
"14987"	3704	813	346	662	1779	1289	1604
"14988"	83959	148	62	132	16	15	26
"14989"	25943	6549	1870	6645	12202	9410	12093
"14990"	8455	8071	1074	10969	19438	11416	12944
"14991"	100507610	1	0	3	23	3	26
"14992"	64096	10	4	4	34	2	0
"14993"	80332	520	1111	1026	671	301	901
"14994"	6614	30	13	55	71	38	118
"14995"	116835	504	200	493	685	482	746
"14996"	54976	1425	595	1552	3065	1723	2131
"14997"	25876	405	125	734	43	31	34
"14998"	1059	6620	4168	5549	9622	7552	9947
"14999"	994	2495	732	3363	1669	2120	2053
"15000"	55317	723	267	670	476	475	572
"15001"	57506	4410	1781	4596	10939	11192	12646
"15002"	80025	1981	368	2009	2612	1874	2238
"15003"	406896	0	0	0	0	3	1
"15004"	100302282	0	0	0	0	0	0
"15005"	11237	1247	265	2158	7732	5876	5969
"15006"	54498	2525	1624	2118	1239	1423	1597
"15007"	728228	2	0	0	2	4	1
"15008"	146	360	40	769	80	37	38
"15009"	5621	50421	9389	42312	19353	10183	13473
"15010"	23627	7	2	5	288	89	183
"15011"	149830	0	0	0	0	0	0
"15012"	9770	11922	3477	5554	65922	34646	25485
"15013"	9962	8846	3050	10033	23477	15322	13872
"15014"	29058	5145	1316	3176	3037	2439	2949
"15015"	5111	758	221	285	1187	2151	2591
"15016"	100302739	0	0	0	0	0	0
"15017"	8760	1797	536	2802	4323	2709	2388
"15018"	128674	24	0	122	1277	1042	194
"15019"	100507629	1	2	2	6	7	4
"15020"	643406	23	4	44	150	127	50
"15021"	149837	116	97	203	2099	975	1136
"15022"	56261	4804	1219	2515	4464	4358	5994
"15023"	149840	191	72	184	323	256	304
"15024"	1114	12940	432	18562	14854	9172	9737
"15025"	391230	21	7	21	1	3	5
"15026"	51605	1010	146	543	1447	1111	1446
"15027"	84515	108	45	112	473	973	837
"15028"	54675	1662	494	918	3144	1930	3121
"15029"	164312	27	0	92	42	6	68
"15030"	55612	262	161	246	290	33	180
"15031"	650	242	57	296	982	245	1056
"15032"	54363	0	0	0	0	0	0
"15033"	56255	3442	646	6071	6592	4275	5591
"15034"	23236	13131	1030	10844	6974	7094	7743
"15035"	26767	0	0	0	3	0	2
"15036"	5332	1194	359	995	1396	1439	2421
"15037"	24141	2174	366	2765	84	68	1021
"15038"	57144	2830	307	2874	15774	20614	13389
"15039"	100131208	235	29	228	76	47	166
"15040"	63926	143	15	126	462	260	467
"15041"	6616	213219	8879	132900	22062	9850	22244
"15042"	8195	4137	738	2429	5294	3011	4382
"15043"	128710	50	11	51	316	253	224
"15044"	182	798	1024	1148	1666	1497	2553
"15045"	728450	0	0	0	0	0	1
"15046"	22903	9261	911	10846	4038	2660	6555
"15047"	100505515	0	0	0	0	0	0
"15048"	55304	41	45	29	132	27	86
"15049"	140862	117	56	224	156	44	193
"15050"	100505536	0	0	0	0	9	4
"15051"	55617	756	71	446	786	556	802
"15052"	51575	1279	326	737	2113	1687	2462
"15053"	79133	833	111	676	1723	1074	1326
"15054"	80343	8	2	0	7	4	9
"15055"	140733	1506	218	1078	7040	3050	4303
"15056"	23767	1392	63	1198	835	820	2958
"15057"	100505556	0	0	1	4	0	0
"15058"	55614	796	305	593	1880	1166	1224
"15059"	100505579	3	0	0	10	2	5
"15060"	6629	1287	323	530	4269	2819	3785
"15061"	56914	4	0	4	276	115	50
"15062"	5126	7871	312	8389	6185	3417	2789
"15063"	631	190	23	224	106	38	72
"15064"	11034	17646	4047	7642	34964	13686	14764
"15065"	6238	2025	609	1422	1147	731	821
"15066"	140836	0	0	0	0	0	0
"15067"	27131	2156	1363	978	1577	2029	2116
"15068"	692086	5	4	0	21	26	4
"15069"	92667	373	199	164	717	1327	1058
"15070"	58495	75	7	137	15	10	7
"15071"	100303755	179	50	376	336	261	270
"15072"	57325	1680	310	1353	3705	2873	3585
"15073"	7692	1487	336	1466	3476	3407	3896
"15074"	440757	4	2	1	0	0	0
"15075"	55184	546	80	585	1422	950	1209
"15076"	10621	1312	233	761	2175	1759	2338
"15077"	100422875	1	0	2	4	2	10
"15078"	10741	1025	399	556	3557	2172	4012
"15079"	10483	2257	527	1825	3953	2880	3449
"15080"	388789	765	241	308	822	698	819
"15081"	92675	1742	389	1453	7167	3916	6346
"15082"	29075	70	9	59	71	69	68
"15083"	100270804	105	33	46	132	99	246
"15084"	100128496	0	0	0	1	0	0
"15085"	140856	0	0	0	2	0	0
"15086"	57419	1056	497	1578	4834	1386	3449
"15087"	100130264	0	0	6	10	0	4
"15088"	100287166	10	1	12	16	22	14
"15089"	54453	1795	967	974	1345	1255	1615
"15090"	51126	2983	471	1802	2636	1673	2066
"15091"	51340	1589	338	1122	5318	4256	5288
"15092"	26074	56	7	99	91	69	81
"15093"	3642	492	56	591	1379	7058	5553
"15094"	100505632	94	90	47	385	486	487
"15095"	57186	290	137	600	5080	5366	3385
"15096"	55857	1053	235	813	745	842	991
"15097"	22803	1285	373	778	6820	5933	7145
"15098"	644524	4	0	0	0	0	0
"15099"	4821	724	318	430	144	104	154
"15100"	5075	2	2	2	11	0	0
"15101"	100505651	0	0	0	0	0	0
"15102"	284788	0	0	0	0	0	0
"15103"	140828	0	0	0	0	0	0
"15104"	3170	0	0	0	0	0	0
"15105"	6754	25	2	153	2	1	13
"15106"	7056	114	173	414	343	127	231
"15107"	22918	86	144	183	3055	1488	1799
"15108"	200261	0	0	0	0	0	0
"15109"	100505664	13	10	12	0	0	3
"15110"	29107	227	80	158	651	802	696
"15111"	100505683	26	11	13	31	13	33
"15112"	64412	2412	721	1904	3380	2531	3238
"15113"	63908	56045	2062	47314	14302	6754	10868
"15114"	128817	0	0	0	0	0	0
"15115"	140880	0	0	0	0	0	0
"15116"	100289308	0	0	0	0	0	0
"15117"	10047	0	0	0	0	0	0
"15118"	164380	0	0	0	0	0	0
"15119"	128821	0	4	0	0	0	0
"15120"	128822	0	0	0	0	0	0
"15121"	1471	44405	34945	29010	1274	1980	1588
"15122"	1472	0	0	0	0	0	0
"15123"	1469	0	0	0	2	0	0
"15124"	1470	0	0	0	0	0	0
"15125"	1473	0	0	0	0	0	0
"15126"	92086	1	2	0	0	2	2
"15127"	79953	3689	388	5005	4440	894	1563
"15128"	8530	7	60	8	24	15	14
"15129"	57136	7415	1267	7821	8649	6848	7095
"15130"	84532	4651	4314	3456	588	1378	1622
"15131"	30813	15	27	45	0	6	10
"15132"	284798	70	0	37	562	468	248
"15133"	955	9715	1593	11097	6187	4964	4934
"15134"	5834	14061	4776	16852	14864	10713	11350
"15135"	26090	5966	1314	5691	2741	2026	2188
"15136"	9837	228	27	238	855	1340	1559
"15137"	22981	794	377	987	5404	5683	7183
"15138"	140838	299	41	237	905	640	735
"15139"	100505726	0	0	1	1	0	3
"15140"	26152	1573	235	1979	9465	11921	9496
"15141"	728882	505	151	788	764	424	580
"15142"	100289375	0	0	36	56	30	18
"15143"	100134868	76	43	77	46	244	282
"15144"	284800	228	112	314	319	208	475
"15145"	149934	5	2	11	0	1	4
"15146"	724033	0	0	0	0	0	0
"15147"	400841	189	13	111	207	83	314
"15148"	284802	827	120	488	1323	1058	1526
"15149"	245929	0	0	0	0	0	0
"15150"	245930	0	0	0	0	0	0
"15151"	117285	0	0	0	0	0	0
"15152"	245932	0	0	0	0	0	0
"15153"	245934	0	0	0	0	0	0
"15154"	245935	0	0	0	1	0	1
"15155"	245936	0	0	0	0	0	0
"15156"	245937	0	3	1	0	0	0
"15157"	28954	49	70	10	6	2	13
"15158"	140875	0	0	0	0	0	0
"15159"	81502	1851	560	1889	2905	2627	2605
"15160"	100101490	598	117	282	1774	1029	1474
"15161"	3397	775	1552	596	477	516	273
"15162"	100422904	0	0	0	0	0	0
"15163"	84701	34	104	15	16	1	5
"15164"	598	6457	1255	8091	8875	5923	8084
"15165"	22974	165	25	176	775	3461	3057
"15166"	85366	126	77	87	154	134	182
"15167"	2307	86	137	37	153	122	117
"15168"	83747	13	0	4	11	9	18
"15169"	128853	237	114	183	362	152	377
"15170"	164395	83	18	57	255	104	209
"15171"	81572	767	287	633	2288	1386	2017
"15172"	343702	77	6	331	3048	2404	2121
"15173"	140706	371	224	362	462	352	373
"15174"	3055	91	12	29	39	52	58
"15175"	9777	4958	1022	6610	6732	5849	6601
"15176"	128854	242	26	467	1131	1006	917
"15177"	5326	725	237	979	2703	2765	3123
"15178"	23509	1215	543	1292	3663	3490	4035
"15179"	100302183	0	0	0	0	0	0
"15180"	9371	5514	1682	9203	36878	16021	19640
"15181"	100506402	3	0	1	35	15	19
"15182"	171023	3204	771	3874	16537	15122	16752
"15183"	140688	3303	397	4177	28433	18379	22033
"15184"	100506597	104	11	368	724	488	559
"15185"	284804	27	6	118	219	127	75
"15186"	149950	1	0	2	1	0	5
"15187"	284805	250	46	159	649	679	614
"15188"	149951	1695	961	1724	4256	2941	3087
"15189"	1789	116	40	103	1317	1425	2972
"15190"	22919	2928	1675	1591	13817	11599	13294
"15191"	388795	2	0	10	6	4	1
"15192"	140732	0	0	0	0	0	0
"15193"	80341	0	0	0	0	0	0
"15194"	128859	0	0	0	0	0	0
"15195"	359710	0	0	1	0	0	0
"15196"	149954	2	0	0	1	0	0
"15197"	140683	0	0	0	1	0	0
"15198"	317716	0	0	2	0	0	5
"15199"	128861	0	0	0	0	0	0
"15200"	51297	0	0	0	0	0	0
"15201"	92747	3	0	17	7	2	2
"15202"	51654	970	239	908	1550	1391	1587
"15203"	6640	7618	7788	7557	1313	1130	1138
"15204"	9139	3752	755	4231	13046	15469	15391
"15205"	63941	2601	816	2925	1755	1011	1520
"15206"	128864	15	2	24	17	19	5
"15207"	170487	21	9	22	52	56	49
"15208"	1869	956	157	801	233	1196	1223
"15209"	11264	968	408	938	3616	2964	2541
"15210"	84905	486	125	769	973	1317	839
"15211"	128866	9153	2750	6861	8762	6471	7740
"15212"	100505490	35	23	28	31	23	31
"15213"	22913	3404	974	3103	6962	7740	7232
"15214"	8894	1655	503	913	3761	2667	3682
"15215"	434	7	3	1	67	64	40
"15216"	191	2332	639	2467	5605	3994	2993
"15217"	83737	4719	746	2451	6238	5216	5938
"15218"	693229	0	0	0	7	3	4
"15219"	83658	7066	1618	5933	7350	4961	6407
"15220"	84557	5623	1456	6482	4890	3359	3910
"15221"	128869	650	222	383	1296	1206	1415
"15222"	58476	22023	8785	12083	8801	6269	7913
"15223"	23054	2488	419	4563	23219	17811	15547
"15224"	100505514	3	0	1	5	6	7
"15225"	128872	0	0	0	12	9	13
"15226"	2686	4319	722	6689	7311	7617	7040
"15227"	55902	1945	325	1567	2111	1341	1441
"15228"	2937	1478	387	1295	2389	2107	2309
"15229"	57644	1932	222	1982	272	265	203
"15230"	574501	0	1	3	9	5	5
"15231"	26133	4731	1070	3951	8046	6214	8019
"15232"	55741	366	102	327	603	660	595
"15233"	10544	60	83	42	337	148	214
"15234"	10893	3144	846	4119	24107	11042	17136
"15235"	3692	1755	489	1405	2762	2240	1904
"15236"	128876	2	0	0	4	0	2
"15237"	55245	2908	453	2905	2253	1696	2137
"15238"	554250	0	0	0	1	1	2
"15239"	8200	4	2	3	51	25	43
"15240"	100302125	0	0	2	4	0	6
"15241"	11190	2544	546	3517	8003	7429	6110
"15242"	100505595	80	23	121	394	376	446
"15243"	140873	0	0	1	40	25	17
"15244"	51614	1697	637	1501	5090	5037	3867
"15245"	80307	170	16	164	222	112	153
"15246"	6676	191	42	225	234	104	162
"15247"	8904	2095	737	2243	4577	4220	6146
"15248"	10137	2574	630	2059	17733	12407	15721
"15249"	9054	1746	506	1600	1709	1233	1443
"15250"	140823	460	428	357	861	816	636
"15251"	9584	6466	1994	3755	13363	12209	16571
"15252"	51230	2877	626	3277	13479	10158	10824
"15253"	51282	2095	656	2361	1987	2208	2218
"15254"	140894	5	5	1	14	3	11
"15255"	647979	67603	13876	52168	97524	54475	75122
"15256"	2036	27002	3078	39156	29216	14356	18735
"15257"	25980	1053	374	1024	3374	2718	3138
"15258"	22839	9634	1554	19402	24761	21614	20708
"15259"	10398	1084	3599	1505	431	116	255
"15260"	60436	182	160	91	384	2226	1495
"15261"	55969	2104	540	1667	2093	1557	2102
"15262"	84174	14	17	24	18	18	35
"15263"	57446	14244	1648	10436	10735	6813	8225
"15264"	79980	479	73	269	362	710	793
"15265"	140710	1385	488	3441	29422	19475	15375
"15266"	140711	23	3	30	89	51	58
"15267"	25939	1045	227	1214	2947	1441	2379
"15268"	5933	132	40	126	792	1353	1301
"15269"	140699	317	76	196	250	82	230
"15270"	6185	2149	846	1499	7485	6347	8040
"15271"	2691	3	0	0	67	2	18
"15272"	63905	3409	901	3573	2766	2311	2500
"15273"	6714	2841	659	5103	15177	9663	15344
"15274"	10904	12566	2622	13219	21877	11082	21213
"15275"	4826	6068	498	7788	91884	42188	135939
"15276"	100287792	0	0	0	0	0	2
"15277"	56259	776	264	849	2877	1791	4561
"15278"	128434	9372	1247	13240	25261	3338	39648
"15279"	9675	1273	246	1376	4349	3296	4062
"15280"	58490	1775	344	1171	3902	3491	4463
"15281"	7052	2026	844	1704	1406	450	627
"15282"	85449	1847	576	1395	572	406	747
"15283"	671	0	2	0	19	7	9
"15284"	3929	2	0	4	0	0	0
"15285"	388796	190	162	492	666	721	1215
"15286"	26776	7	1	9	28	30	33
"15287"	26777	2	1	2	8	16	14
"15288"	677839	2	0	0	9	21	2
"15289"	677840	2	0	0	0	4	1
"15290"	128439	386	150	251	439	354	655
"15291"	677821	25	4	22	34	22	35
"15292"	677837	21	4	11	26	21	57
"15293"	57148	4776	832	4520	13124	9841	11436
"15294"	149685	0	2	0	0	0	1
"15295"	343578	2	8	4	5	0	11
"15296"	140679	2291	103	3484	1034	435	1816
"15297"	79913	482	97	460	1056	1214	1351
"15298"	26051	16002	3149	24111	4250	3233	2523
"15299"	81610	143	10	187	95	976	646
"15300"	60625	750	171	607	1287	1347	1429
"15301"	339568	0	0	0	0	0	0
"15302"	100505663	0	0	0	0	0	0
"15303"	9935	874	84	1529	3728	1587	2921
"15304"	100128988	0	0	0	0	1	0
"15305"	7150	2956	817	2697	11698	8899	10534
"15306"	100505725	66	50	33	36	36	49
"15307"	5335	5205	2260	6384	13956	20035	16938
"15308"	23051	6231	3388	7314	10415	8809	9303
"15309"	64900	173	178	468	90	45	317
"15310"	90187	350	68	786	238	471	374
"15311"	100505744	192	53	34	206	121	262
"15312"	84181	907	295	2580	5222	5404	4719
"15313"	11122	7979	651	16867	8689	1504	9202
"15314"	6431	7040	1779	3706	17734	20814	29092
"15315"	26013	652	108	979	2230	1390	1700
"15316"	100505763	247	168	144	499	223	603
"15317"	10110	477	45	141	34	39	64
"15318"	51098	527	171	346	2338	1498	2268
"15319"	4605	4	0	3	142	1169	820
"15320"	149699	0	0	0	0	0	2
"15321"	84969	1561	158	1820	278	238	531
"15322"	57158	47	198	205	41	15	18
"15323"	51526	1524	387	911	2279	2045	2312
"15324"	100505783	1054	438	844	2227	1524	2357
"15325"	78997	2402	344	3617	13414	10052	10899
"15326"	128486	266	37	728	603	468	489
"15327"	140902	0	0	0	0	0	4
"15328"	3172	30	0	54	3	0	1
"15329"	79183	1695	351	2314	3921	3211	4474
"15330"	10955	11796	1615	10601	11505	5788	7095
"15331"	11142	3613	1785	4301	2691	1575	2480
"15332"	100	224	108	72	201	70	96
"15333"	79015	213	52	135	32	26	54
"15334"	8839	15	20	34	9	3	3
"15335"	60598	22	1	98	7	11	17
"15336"	140730	8301	1811	13725	19339	17560	10547
"15337"	7529	34750	3688	32033	53496	31240	42475
"15338"	80336	187	90	175	537	1089	587
"15339"	10953	3242	320	2736	1596	1059	1188
"15340"	100505826	6	8	2	4	10	3
"15341"	6789	2132	473	2601	6996	5122	4986
"15342"	3787	6778	332	10584	178	119	225
"15343"	149708	0	0	0	0	0	0
"15344"	128488	0	0	0	0	0	2
"15345"	5266	2	0	0	0	2	0
"15346"	6406	0	0	0	0	0	0
"15347"	6407	3	0	1	1	0	0
"15348"	6590	4	167	2	3	1	5
"15349"	8785	11	7	15	14	41	41
"15350"	11317	13	0	6	1	0	5
"15351"	6385	3382	3907	1273	86	238	176
"15352"	90196	1063	406	872	2169	1562	1333
"15353"	767557	0	0	0	0	0	0
"15354"	27296	117	10	146	272	189	197
"15355"	100128997	1249	124	1008	152	129	140
"15356"	55861	891	85	249	16	10	15
"15357"	51604	3148	479	2846	2390	2210	2581
"15358"	100130157	21	1	51	24	60	59
"15359"	10406	89	25	101	317	403	349
"15360"	10816	0	0	0	0	0	0
"15361"	140870	1	0	4	3	3	1
"15362"	57119	3	2	3	15	15	9
"15363"	90199	0	0	0	8	5	2
"15364"	259240	0	0	0	0	0	0
"15365"	140832	8	0	0	2	0	0
"15366"	259239	0	0	3	1	0	2
"15367"	280664	0	1	0	2	0	0
"15368"	164237	10	0	4	7	0	2
"15369"	391253	0	0	0	0	0	0
"15370"	140686	25	16	16	3	6	9
"15371"	116092	322	109	268	577	521	657
"15372"	11065	1	1	0	70	1017	768
"15373"	7125	54	15	54	11	9	8
"15374"	90203	2038	720	2594	2628	2257	2887
"15375"	10005	1559	264	1910	1116	1084	1056
"15376"	140831	326	66	347	1283	948	1045
"15377"	90204	612	194	678	1665	1560	1857
"15378"	128497	86	18	89	190	189	262
"15379"	140825	123	35	205	243	272	241
"15380"	5476	3104	873	4044	1671	1623	1678
"15381"	5360	1712	1246	1085	931	656	857
"15382"	63935	1859	417	2063	3647	4180	4206
"15383"	63925	1716	420	2429	2300	2857	2643
"15384"	4318	2	1	5	25	9	17
"15385"	100128028	25	2	19	25	6	14
"15386"	57468	23714	1104	45187	6222	2034	2902
"15387"	57727	1873	522	2607	9435	8804	9483
"15388"	958	101	99	74	49	44	47
"15389"	64405	3124	403	8472	1580	391	1830
"15390"	51006	2039	866	2025	2156	2185	2386
"15391"	63916	5442	1572	5180	7913	6711	7322
"15392"	100240726	98	8	39	138	101	203
"15393"	55713	883	241	486	2615	2492	3270
"15394"	128506	8	0	0	2	0	0
"15395"	64849	1224	317	795	1573	1366	1509
"15396"	112858	628	168	533	3894	3292	3630
"15397"	81031	344	297	227	341	973	930
"15398"	2139	378	354	279	105	59	291
"15399"	100505944	0	6	0	0	0	0
"15400"	23613	3541	729	5451	12518	10055	8079
"15401"	100131496	3	1	9	33	13	12
"15402"	100505963	7	12	10	10	12	17
"15403"	8202	1466	375	1639	8393	6052	6636
"15404"	55959	3475	1323	2792	6205	822	9416
"15405"	100505983	0	0	0	0	0	0
"15406"	100130589	4	0	0	3	0	3
"15407"	100506034	0	0	0	0	0	0
"15408"	100506053	0	0	2	0	0	0
"15409"	284749	9	0	11	4	1	3
"15410"	100506069	0	0	0	0	0	3
"15411"	57580	9073	3887	7045	3489	9982	6450
"15412"	10564	5927	645	5574	5065	3073	4274
"15413"	1434	3981	514	1689	11960	8308	10011
"15414"	6780	6929	1364	6661	16594	11851	13994
"15415"	55661	1236	344	1590	2428	2167	2891
"15416"	57169	2530	892	3020	4727	4015	4491
"15417"	441951	603	368	276	3000	3101	2023
"15418"	26765	1	0	3	4	5	5
"15419"	100113393	0	2	0	15	12	12
"15420"	692057	0	0	1	34	54	33
"15421"	3745	1354	177	7289	2110	988	1157
"15422"	5740	151	184	477	3099	2257	2507
"15423"	728671	0	0	0	0	0	0
"15424"	9334	4594	514	5905	32644	18237	23139
"15425"	23315	1822	548	1889	1749	1738	2151
"15426"	9825	4324	632	7839	3624	2914	2995
"15427"	55905	2664	1178	2058	4152	4089	4625
"15428"	6615	75	28	95	37	34	36
"15429"	7335	32	18	33	28	24	36
"15430"	387522	0	0	0	0	0	0
"15431"	387521	917	461	721	1653	1126	1218
"15432"	1051	805	373	1778	118	64	59
"15433"	100506115	0	3	6	0	0	0
"15434"	284751	38	25	62	1	1	7
"15435"	5770	1831	533	1966	5401	4136	5108
"15436"	100506153	10	13	40	81	94	38
"15437"	693230	0	0	0	2	2	0
"15438"	140876	261	233	224	60	253	123
"15439"	100302146	1	0	0	0	0	0
"15440"	100506175	0	0	1	0	0	0
"15441"	84612	247	80	155	601	726	612
"15442"	55653	435	141	620	551	286	482
"15443"	23394	5465	1127	4457	31586	27023	31100
"15444"	8813	1015	231	457	1296	1006	1402
"15445"	27304	630	61	736	1326	1122	1190
"15446"	3755	954	183	3192	1688	2628	2086
"15447"	100506194	42	31	12	12	10	35
"15448"	4773	20	13	51	24	21	24
"15449"	693128	0	0	0	0	0	0
"15450"	100422889	0	0	2	0	0	0
"15451"	10079	28978	2778	47330	93991	47508	58480
"15452"	57167	14	8	6	78	74	113
"15453"	55734	1010	126	1379	2848	2793	2370
"15454"	128553	775	89	1301	273	52	970
"15455"	7764	304	137	164	1164	2763	2680
"15456"	391257	2	0	0	0	0	0
"15457"	8537	21901	11224	8518	307	219	673
"15458"	1591	15	18	92	9	9	9
"15459"	5203	1172	336	497	3048	1595	2104
"15460"	55816	1089	548	930	27916	30560	10115
"15461"	140689	2491	194	5423	508	95	2695
"15462"	4159	4	2	2	0	0	0
"15463"	116151	2333	1211	1921	3099	2701	3924
"15464"	6790	100	21	80	130	677	610
"15465"	1477	874	203	814	1944	1634	1928
"15466"	57091	56	29	53	36	29	27
"15467"	51507	4678	1770	3183	4550	3538	4370
"15468"	140687	7	1	13	94	91	96
"15469"	100130156	0	0	0	2	9	3
"15470"	200232	1	0	1	3	7	11
"15471"	388799	16	1	4	8	12	21
"15472"	7022	61	41	33	77	2291	2243
"15473"	655	3047	2106	2622	371	2315	2760
"15474"	100422883	0	0	0	0	0	0
"15475"	23626	0	0	0	0	0	0
"15476"	8480	967	162	920	2655	2244	2702
"15477"	100462983	7	0	4	8	5	4
"15478"	100291105	11	0	21	15	22	9
