"geneid"	"sample1"	"sample2"	"sample3"	"sample4"	"sample5"	"sample6"
"6232"	100507130	3	2	1	13	11	14
"6233"	57696	636	199	911	1887	3076	2915
"6234"	1967	1972	436	1474	3428	3439	4352
"6235"	2967	588	120	371	1625	1292	1504
"6236"	79867	692	180	618	3845	1684	3497
"6237"	23545	1277	386	899	7255	4895	6129
"6238"	196385	493	70	1006	10650	5902	5886
"6239"	80212	11823	1582	13302	9225	5431	5564
"6240"	144348	9878	4149	5000	12702	15050	18103
"6241"	144347	270	105	403	1518	1152	1184
"6242"	9612	11438	2075	25594	8250	15407	9393
"6243"	949	2491	1094	3031	4448	2759	2989
"6244"	100288312	0	0	1	1	0	0
"6245"	7316	38826	7151	39832	63945	47147	58061
"6246"	57647	1005	164	1213	2224	1814	1592
"6247"	140707	302	54	959	1199	447	499
"6248"	65985	4162	523	5488	4933	4018	3672
"6249"	114795	5437	1389	9556	10183	17488	13213
"6250"	400084	1	0	7	5	14	12
"6251"	100128554	111	5	64	69	8	59
"6252"	100507206	174	184	130	225	831	492
"6253"	387895	3	3	1	6	11	7
"6254"	440117	0	0	0	0	0	3
"6255"	400087	7	0	2	0	0	0
"6256"	92293	1617	554	2057	1645	368	849
"6257"	121260	1170	316	790	1553	1530	1798
"6258"	100128276	84	22	143	35	55	37
"6259"	144423	2795	179	3661	2121	777	1368
"6260"	121256	2611	211	5434	552	1397	1102
"6261"	100190940	39	16	22	16	3	10
"6262"	440119	71	112	44	102	18	58
"6263"	11211	52	196	75	94	45	87
"6264"	9271	5	0	0	0	2	16
"6265"	23504	5465	430	9629	14325	7530	8749
"6266"	2054	1305	373	677	5725	4852	6085
"6267"	5901	4402	983	4240	9032	6758	6571
"6268"	283383	179	247	293	564	167	631
"6269"	100128840	0	0	0	4	0	2
"6270"	116437	32	4	73	32	4	9
"6271"	100128002	16	0	24	12	4	42
"6272"	338797	0	0	8	2	28	7
"6273"	100130825	6	3	2	5	1	7
"6274"	6433	2475	685	2802	5051	5042	5770
"6275"	4326	3684	1340	7821	5104	1807	2649
"6276"	8408	6044	1039	11336	8827	10416	9712
"6277"	80324	601	177	950	911	1009	907
"6278"	57634	3492	882	5736	13623	11669	11334
"6279"	677829	0	0	1	3	0	3
"6280"	347918	97	14	268	215	233	283
"6281"	317781	2834	640	4418	4131	4145	4684
"6282"	79050	649	133	551	798	956	1018
"6283"	50614	4733	1159	9130	745	132	506
"6284"	100130238	172	29	407	35	15	18
"6285"	100506978	0	0	0	0	0	0
"6286"	57666	3234	742	5282	4960	6345	6674
"6287"	100506996	216	62	493	211	276	250
"6288"	100507023	79	29	200	520	411	323
"6289"	100507055	22	0	11	0	20	25
"6290"	22953	76	19	30	12	6	7
"6291"	5426	1189	160	975	4961	7800	5844
"6292"	5827	374	211	360	875	476	697
"6293"	192111	2298	417	3251	3914	3299	3150
"6294"	23141	2949	553	3378	6965	5896	7282
"6295"	2802	5813	1610	9480	13583	11915	11703
"6296"	55743	1066	350	1152	4819	3815	3984
"6297"	100289635	1355	369	1218	8088	5439	6719
"6298"	7574	376	75	262	903	770	1366
"6299"	7637	1788	404	1158	12738	9348	12219
"6300"	7699	694	221	347	2878	2981	3380
"6301"	440122	99	21	59	1325	1038	771
"6302"	7556	1079	270	503	3810	2583	3441
"6303"	10795	538	215	322	3742	2926	3428
"6304"	647589	0	0	0	0	0	0
"6305"	284232	143	18	234	348	282	308
"6306"	100506971	0	0	0	1	0	1
"6307"	348021	0	0	0	0	0	0
"6308"	266695	0	0	0	0	0	0
"6309"	7278	0	0	8	3	0	4
"6310"	100101938	9	0	12	0	0	3
"6311"	100287114	1	0	11	0	0	0
"6312"	93492	26	12	9	30	45	41
"6313"	54737	7520	1068	6582	11242	8384	11019
"6314"	55269	2875	342	2727	6734	4599	6518
"6315"	9205	676	147	335	2276	1880	2462
"6316"	400099	110	28	68	115	181	225
"6317"	7750	5564	1053	3509	22796	15144	19672
"6318"	2700	6	9	0	12	2	4
"6319"	2706	153	178	98	460	46	234
"6320"	10804	4661	3088	2106	295	33	263
"6321"	51084	2567	1461	1474	412	403	779
"6322"	8100	516	151	244	991	563	1061
"6323"	53342	3591	2564	3475	1176	450	954
"6324"	221143	363	129	273	576	337	409
"6325"	64328	1638	388	986	4670	3950	4623
"6326"	26524	329	231	258	566	1316	726
"6327"	10284	7565	2849	4778	6777	4503	5626
"6328"	221150	24	12	16	84	617	686
"6329"	78988	1721	648	1376	2849	2174	2738
"6330"	650794	238	40	134	792	612	689
"6331"	100505610	82	9	42	307	212	284
"6332"	253832	320	47	342	881	754	740
"6333"	221154	2687	721	740	4753	3098	5158
"6334"	2254	1347	160	1139	3862	2742	4613
"6335"	100506622	5	6	3	6	2	3
"6336"	646201	744	19	1422	2546	1809	2300
"6337"	6445	105	4	107	218	156	242
"6338"	26278	6450	795	6366	31530	19284	24507
"6339"	100506680	16	2	2	41	17	65
"6340"	100506697	63	18	14	47	29	106
"6341"	55504	170	72	114	1481	788	2146
"6342"	100506717	0	0	0	0	0	0
"6343"	4285	287	76	251	843	330	732
"6344"	542767	7	0	8	16	5	16
"6345"	387911	4	1	8	9	1	13
"6346"	400110	11	1	18	2	6	3
"6347"	221178	2426	481	1069	2858	4040	8599
"6348"	100313842	0	0	0	0	0	1
"6349"	338872	0	0	0	12	0	16
"6350"	100287275	0	0	0	0	0	0
"6351"	143	792	173	322	561	826	1024
"6352"	374491	25	1	29	68	116	226
"6353"	479	20	0	21	12	4	14
"6354"	56163	32	0	11	23	1005	147
"6355"	55835	522	85	297	3219	2979	3602
"6356"	646405	454	82	583	2108	1774	2105
"6357"	5042	2587	597	1761	24276	18828	20557
"6358"	219287	3365	793	3952	9308	6555	6161
"6359"	9107	4912	616	2459	7607	5199	7054
"6360"	9818	2110	547	1464	6733	5912	6634
"6361"	51761	727	54	2472	10886	2857	4725
"6362"	387914	208	14	52	3776	1804	2194
"6363"	6049	5194	592	4095	2635	1869	2217
"6364"	1024	495	98	528	1736	1118	1362
"6365"	10810	9529	4825	10655	6959	4901	6714
"6366"	100506956	0	0	0	0	0	0
"6367"	2835	1909	126	1859	28234	14077	13438
"6368"	219333	4576	1348	3426	9752	4593	7028
"6369"	6144	609	522	182	2051	1807	1550
"6370"	26771	42	5	10	72	58	74
"6371"	619499	8	8	6	49	40	72
"6372"	387496	159	107	129	105	89	103
"6373"	2971	2357	575	1634	4309	2998	3406
"6374"	219402	1878	372	891	1864	1264	1628
"6375"	222484	672	150	429	1541	1067	1766
"6376"	51082	2612	649	1847	7443	5256	6465
"6377"	100506997	0	2	0	0	0	0
"6378"	219409	4	1	6	5	6	2
"6379"	3651	0	0	0	0	0	0
"6380"	432369	3573	2321	1635	9796	4890	7790
"6381"	100132234	0	0	0	0	0	0
"6382"	1045	0	0	0	0	0	0
"6383"	646625	1	0	2	0	0	0
"6384"	2322	246	6	87	63	32	101
"6385"	100288730	128	74	58	271	281	447
"6386"	255967	1707	521	912	6032	5584	7180
"6387"	2321	2957	2639	2230	2289	1473	1432
"6388"	51371	2549	1258	1092	3572	2071	2970
"6389"	283537	766	302	411	377	230	352
"6390"	23281	1275	192	2522	4192	1015	2612
"6391"	6541	5665	561	6936	14613	6767	8232
"6392"	5412	11861	2529	7596	19012	7664	11561
"6393"	440131	0	0	0	0	0	0
"6394"	84056	2960	391	2255	10284	6681	6770
"6395"	100507040	13	4	1	6	1	2
"6396"	100188949	31	2	37	17	15	18
"6397"	3146	12251	4858	5208	38664	27502	37213
"6398"	10208	1526	227	865	5170	3658	4781
"6399"	241	66	15	18	11	34	38
"6400"	100507084	1	0	0	1	0	0
"6401"	100507064	4	1	4	14	17	37
"6402"	84935	42	53	46	45	26	81
"6403"	122046	35	18	34	34	26	95
"6404"	10808	16171	1274	15563	23295	13083	11751
"6405"	145173	1315	437	878	418	441	1565
"6406"	122042	8	5	6	0	3	46
"6407"	196549	0	0	19	123	88	34
"6408"	100507099	13	2	30	107	28	64
"6409"	10129	3843	603	5698	14029	8291	8321
"6410"	646799	1	1	0	0	0	2
"6411"	675	47	11	17	217	812	689
"6412"	90634	1892	438	1502	498	584	898
"6413"	10443	3792	843	1965	7440	6093	8065
"6414"	116828	157	32	113	647	541	704
"6415"	23047	5105	617	3783	11526	9356	8198
"6416"	9365	104	22	81	144	180	81
"6417"	90627	2441	346	2528	1478	2115	957
"6418"	5983	398	68	193	779	1081	1406
"6419"	26960	5353	409	7112	51643	29585	30439
"6420"	4081	45	35	46	222	34	248
"6421"	100507114	0	0	0	0	2	1
"6422"	9201	26970	770	32909	95144	41398	55540
"6423"	54937	41	19	40	62	18	311
"6424"	728591	10	4	16	124	45	83
"6425"	23111	5833	1777	2952	2738	2577	2822
"6426"	100507135	12	9	4	12	8	35
"6427"	8900	571	30	708	1924	691	943
"6428"	400120	1631	74	1705	1369	51	906
"6429"	5994	562	133	236	1773	1119	1545
"6430"	4093	1140	420	633	3587	5858	3463
"6431"	29880	334	159	148	493	460	636
"6432"	11340	265	103	114	759	914	1124
"6433"	55578	735	227	621	3807	3245	3663
"6434"	122011	623	135	523	2614	2104	2063
"6435"	10631	126	3	35	255	65	503
"6436"	7223	85	27	110	989	424	620
"6437"	51569	4490	1731	2842	12028	6933	9284
"6438"	341640	231	408	205	268	632	754
"6439"	161003	0	1	3	19	7	11
"6440"	80209	1798	312	2132	5694	5479	6419
"6441"	387921	1593	450	996	4038	2902	4861
"6442"	10186	2530	2005	2571	1969	2708	4659
"6443"	57511	2025	481	1208	2023	1646	2457
"6444"	100422940	0	0	0	2	0	1
"6445"	400123	2	1	1	0	0	0
"6446"	646982	7	0	2	2	1	2
"6447"	2308	1111	678	586	1118	392	1192
"6448"	100507202	0	1	0	4	0	8
"6449"	100313896	5	1	6	36	7	25
"6450"	10240	618	171	457	1356	1245	1517
"6451"	10166	487	150	361	2907	1055	2600
"6452"	283507	405	65	178	316	179	420
"6453"	693206	0	0	0	0	0	0
"6454"	1997	676	375	204	537	424	708
"6455"	11193	1864	370	963	1721	1342	1942
"6456"	100422878	0	0	0	0	2	0
"6457"	89890	3848	574	2988	20776	11781	15931
"6458"	84078	711	76	1068	5543	3749	3749
"6459"	9617	410	73	174	543	522	743
"6460"	79612	956	241	518	3174	3025	4205
"6461"	26636	6	4	1	2	5	7
"6462"	28984	2987	1625	1367	321	365	578
"6463"	23078	1161	352	925	1808	970	1387
"6464"	100507240	15	4	24	21	19	16
"6465"	160851	85	12	95	523	170	135
"6466"	11215	20672	2048	17318	34901	20161	20551
"6467"	8600	1	0	0	2	2	2
"6468"	144809	2	0	5	3	0	13
"6469"	94240	66	60	15	66	16	75
"6470"	29103	1878	809	1214	3874	1862	2521
"6471"	55068	927	165	1031	4901	2094	5322
"6472"	160857	117	16	26	384	47	227
"6473"	144811	1208	216	409	2910	214	1584
"6474"	121838	12	0	47	18	1	10
"6475"	100507253	26	4	13	62	57	12
"6476"	387923	1731	577	1989	1749	1459	1148
"6477"	8848	35031	7277	34894	52428	36778	38583
"6478"	641467	318	40	562	838	639	832
"6479"	26747	694	110	359	1381	1154	1314
"6480"	55425	397	90	643	1574	1308	1478
"6481"	2963	1022	396	298	1748	1196	2044
"6482"	386618	712	117	402	162	48	207
"6483"	100287803	1476	657	227	3950	2654	2799
"6484"	7178	12416	5358	11992	31211	31133	23208
"6485"	677814	2	0	8	9	4	9
"6486"	100190939	1065	282	901	2195	1500	2178
"6487"	253512	669	309	469	2183	1425	1885
"6488"	100507293	10	1	3	34	12	18
"6489"	83548	1686	404	1015	5466	3541	4549
"6490"	220081	2	4	2	20	14	8
"6491"	220082	0	0	0	1	0	2
"6492"	283514	190	14	372	3785	1391	3093
"6493"	23091	4031	845	6410	19776	14700	15260
"6494"	1361	11	0	5	49	15	29
"6495"	100507343	5	6	16	29	7	11
"6496"	3936	152	164	91	132	171	128
"6497"	80183	224	171	305	225	136	242
"6498"	731932	0	0	0	0	0	22
"6499"	23143	751	203	749	5803	5301	5659
"6500"	2098	1685	534	749	4485	2657	3318
"6501"	3356	1262	19	3975	478	275	831
"6502"	8803	5572	642	2572	4178	2054	3225
"6503"	55270	925	268	747	1258	1026	1456
"6504"	29079	2222	561	1085	3641	2297	4000
"6505"	9445	40275	9528	18700	11276	8005	12543
"6506"	5925	2047	601	814	3702	3137	3707
"6507"	10161	426	193	97	470	359	741
"6508"	1102	980	480	602	4376	4678	4566
"6509"	100129597	0	0	0	0	0	1
"6510"	57105	183	192	88	184	60	101
"6511"	22862	3468	1066	2277	9968	6835	9993
"6512"	2862	3	0	8	1	4	1
"6513"	81602	1044	174	802	1711	945	1303
"6514"	81617	4283	818	3990	5266	2639	6097
"6515"	83852	978	179	771	1961	1515	1917
"6516"	51131	608	239	230	243	271	246
"6517"	55213	4045	1039	2590	3977	5251	4712
"6518"	115761	5	5	2	16	5	12
"6519"	84650	387	140	110	1040	725	619
"6520"	3839	4548	800	2056	11922	7431	10139
"6521"	220429	38	10	19	105	85	112
"6522"	57213	2964	392	2066	2811	1362	1910
"6523"	8847	96	27	29	109	247	333
"6524"	10206	1701	396	898	14159	10110	12659
"6525"	283518	36	1	10	46	57	123
"6526"	406950	0	0	0	0	0	0
"6527"	406948	0	0	0	0	0	0
"6528"	10301	80	31	67	118	153	178
"6529"	145165	764	281	653	1694	1503	1631
"6530"	220107	143	11	239	231	271	255
"6531"	79621	613	110	387	1158	1034	1493
"6532"	2974	3	0	9	26	85	107
"6533"	647166	8	0	4	10	1	0
"6534"	220108	911	69	668	1622	1783	1098
"6535"	647174	5	2	25	32	48	45
"6536"	26512	1209	365	1011	3645	2915	2976
"6537"	100507398	68	25	71	199	195	206
"6538"	115825	374	211	377	1374	1566	1220
"6539"	79758	288	140	196	697	386	711
"6540"	100507413	41	10	42	74	74	88
"6541"	283521	113	34	115	326	206	883
"6542"	83446	0	0	0	6	0	4
"6543"	540	494	107	796	1985	1995	1527
"6544"	440138	93	40	184	750	592	488
"6545"	9724	2076	620	1954	5738	4751	5497
"6546"	100506859	24	4	6	44	28	40
"6547"	341676	17	8	24	17	32	25
"6548"	4752	570	102	220	995	765	1388
"6549"	374500	804	174	381	1844	1565	2395
"6550"	644623	35	15	14	51	41	55
"6551"	55901	690	386	478	1009	851	1257
"6552"	51028	5285	794	3741	9657	5594	7721
"6553"	26586	1264	132	569	2523	3975	5144
"6554"	220115	12	6	7	6	5	7
"6555"	144983	2248	605	1453	10343	9923	11423
"6556"	10910	590	167	368	1472	877	1125
"6557"	11061	47	25	35	60	203	160
"6558"	100313778	0	0	0	0	0	0
"6559"	5100	3238	172	11065	1502	2457	6322
"6560"	10562	104	17	97	41	17	26
"6561"	100507428	0	0	0	0	0	0
"6562"	100302187	0	0	0	0	0	0
"6563"	122183	0	0	0	0	0	0
"6564"	729233	0	0	0	0	0	0
"6565"	729240	0	0	0	0	0	0
"6566"	729246	0	0	0	0	0	0
"6567"	729250	0	0	0	0	0	0
"6568"	27253	4555	691	2815	29569	1494	13639
"6569"	100129744	0	0	0	0	0	0
"6570"	81624	133	129	37	939	442	535
"6571"	81550	687	210	445	2342	1837	1892
"6572"	100422973	1	0	0	0	0	0
"6573"	64881	1292	176	1544	278	108	614
"6574"	283491	2	0	0	5	0	0
"6575"	647264	0	0	0	0	0	3
"6576"	100507505	0	0	0	0	0	3
"6577"	5101	10891	1625	10002	6162	3960	2821
"6578"	730236	40	12	57	49	33	22
"6579"	57626	150	18	81	10267	5040	7277
"6580"	6315	1	2	9	38	16	39
"6581"	100288130	5	0	2	7	17	10
"6582"	1602	1081	140	579	621	1717	1354
"6583"	440145	3051	508	1222	3610	1570	2684
"6584"	79866	90	16	40	320	359	497
"6585"	22894	1513	377	973	5352	4184	5081
"6586"	10464	446	110	167	1457	1181	1658
"6587"	688	251	85	195	378	183	322
"6588"	11278	2122	756	2351	15458	8251	17894
"6589"	100507612	0	0	2	0	0	2
"6590"	100288208	0	0	0	0	0	0
"6591"	338864	1	0	0	0	0	0
"6592"	647288	62	11	19	89	57	122
"6593"	9882	2120	468	1539	2860	2415	1981
"6594"	170622	708	521	321	3390	2642	2765
"6595"	7347	280	51	103	744	489	556
"6596"	4008	5394	222	4943	22816	15180	12546
"6597"	729420	25	0	6	5	6	15
"6598"	115207	3343	1778	3749	108456	67045	40014
"6599"	690	0	0	0	1	0	0
"6600"	730249	0	0	0	0	0	1
"6601"	1203	971	458	324	1703	1362	1820
"6602"	26224	4424	892	2912	7423	5049	6304
"6603"	23077	9619	1105	15317	40165	16850	19071
"6604"	8796	11	1	6	4	2	6
"6605"	100129307	0	0	0	0	0	0
"6606"	122060	9132	1071	2618	7832	6052	11347
"6607"	100505518	13	7	10	9	20	22
"6608"	1910	6556	3557	1652	760	776	1413
"6609"	5457	8	5	0	4	12	67
"6610"	79596	1473	268	933	9042	5091	6652
"6611"	64062	2762	527	2166	7622	5369	6287
"6612"	100505538	170	46	70	262	220	263
"6613"	54602	13621	937	6936	6689	2990	3512
"6614"	10253	4230	1516	4081	5576	2817	6189
"6615"	114798	4318	268	5825	5558	6215	6683
"6616"	84189	40	2	0	173	108	233
"6617"	642345	52	1	88	162	164	147
"6618"	26050	4056	185	6791	10876	10032	6868
"6619"	693207	0	1	0	4	1	2
"6620"	144776	0	0	0	0	0	2
"6621"	407975	13	13	7	710	820	937
"6622"	406952	0	0	0	0	0	0
"6623"	406953	0	0	0	0	0	0
"6624"	406979	0	0	0	0	0	0
"6625"	406982	0	0	0	0	0	0
"6626"	406980	0	0	0	0	0	0
"6627"	407048	0	0	0	0	0	0
"6628"	2262	803	692	543	27	83	48
"6629"	10082	309	150	178	1394	1678	2008
"6630"	1638	42	16	72	7	11	360
"6631"	23483	275	130	86	293	223	392
"6632"	160897	1057	190	650	1438	1090	1163
"6633"	11166	1424	861	770	108	1048	1460
"6634"	100507533	546	468	447	65	472	501
"6635"	10257	199	113	74	700	608	887
"6636"	9071	1812	1396	724	59	35	84
"6637"	22873	3865	1354	3667	10223	4982	7862
"6638"	100289274	474	102	349	722	436	661
"6639"	5611	2124	843	1390	3464	2382	3056
"6640"	55757	722	195	400	1385	972	1587
"6641"	266722	6488	521	10144	10103	2132	10649
"6642"	27199	127	0	79	48	13	98
"6643"	100507566	0	0	0	0	0	1
"6644"	10150	14657	1336	8961	2686	1472	3192
"6645"	5911	12462	2406	11552	30239	22686	27661
"6646"	3843	9354	1877	8232	21996	17301	19328
"6647"	10160	3228	1559	4151	19450	9413	13393
"6648"	140432	1	0	0	4	4	2
"6649"	100422881	0	0	0	1	1	1
"6650"	100507587	3	0	2	10	15	38
"6651"	8428	5060	1168	4900	6072	3933	6129
"6652"	100294005	2	0	3	4	1	7
"6653"	6564	0	0	0	10	0	9
"6654"	23348	6850	1104	6898	26995	21877	14846
"6655"	100289373	62	24	22	66	37	65
"6656"	337867	1898	740	1515	2264	1661	2259
"6657"	2841	6	2	7	8	3	22
"6658"	1880	75	18	6	30	7	24
"6659"	100131561	0	0	0	6	0	0
"6660"	693208	0	0	0	1	3	1
"6661"	9375	4735	993	3070	8521	6155	7490
"6662"	171425	310	104	389	188	92	158
"6663"	100422861	0	0	0	2	0	0
"6664"	85416	384	286	175	576	574	1026
"6665"	7546	761	585	483	1308	920	2728
"6666"	100507636	43	46	60	64	36	74
"6667"	5095	714	158	478	920	336	966
"6668"	87769	150	90	133	79	55	106
"6669"	100507654	20	0	8	38	23	70
"6670"	84899	2282	411	931	3616	3960	4549
"6671"	259232	3929	463	4004	2480	269	1967
"6672"	9358	42	33	77	227	26	100
"6673"	2259	1965	139	2173	3525	1071	3419
"6674"	283480	13	2	7	34	2	39
"6675"	283481	148	59	66	50	65	132
"6676"	7174	1828	402	1147	5719	4436	4976
"6677"	196541	65	6	54	5	0	1
"6678"	643677	5	0	10	36	41	16
"6679"	93081	425	69	174	343	347	504
"6680"	79070	101	49	137	641	720	749
"6681"	54841	2467	476	1568	8688	6062	8943
"6682"	2073	2245	477	1640	4589	3828	5593
"6683"	121952	90	14	96	25	27	30
"6684"	6555	0	0	0	1	2	21
"6685"	267012	0	0	0	0	0	0
"6686"	728192	116	3	169	0	0	7
"6687"	1948	4115	969	4234	22230	24444	42863
"6688"	55082	7243	1723	6427	26114	22441	33303
"6689"	283483	13	0	0	3	0	3
"6690"	728215	3921	501	5276	9169	4604	7356
"6691"	100302286	0	0	0	1	0	0
"6692"	3981	2919	447	2868	3451	2059	2128
"6693"	84945	1433	272	921	2940	2212	2435
"6694"	10673	35	14	41	8	2	17
"6695"	23026	915	109	1062	14709	3320	8219
"6696"	100505479	38802	62273	13357	3061	2920	5558
"6697"	8660	6230	1026	12785	11875	8557	9108
"6698"	1282	317	682	490	9277	3997	5000
"6699"	1284	747	878	1392	7381	4761	4515
"6700"	55647	44	147	47	49	53	46
"6701"	55739	3453	1566	4579	6142	5628	5755
"6702"	79587	743	361	654	1924	1587	1555
"6703"	3621	1059	260	1381	3629	3555	3426
"6704"	283487	47	18	77	140	42	82
"6705"	55608	3212	1012	2183	8573	8606	11425
"6706"	100505494	310	113	165	2306	2030	1707
"6707"	100505512	0	0	0	0	0	1
"6708"	8874	11197	1391	14075	26663	18261	23021
"6709"	100505533	16	1	19	100	61	88
"6710"	121793	82	66	105	9	5	23
"6711"	6656	349	162	554	1553	3125	4988
"6712"	100505996	306	150	591	554	840	1638
"6713"	100506016	0	0	0	0	0	0
"6714"	122258	0	0	0	0	0	0
"6715"	10426	1571	244	1380	2520	2844	3231
"6716"	400165	2	0	0	0	0	0
"6717"	23250	3136	473	2980	3601	3695	2898
"6718"	100128278	0	0	0	3	0	9
"6719"	100506063	12	2	8	383	192	66
"6720"	100289410	81	15	59	426	251	402
"6721"	23263	7805	3216	12857	16948	13673	13242
"6722"	2155	153	15	193	126	34	192
"6723"	2159	115	44	86	108	56	72
"6724"	8858	18	3	34	52	18	25
"6725"	55795	1044	232	661	2005	1621	1830
"6726"	100506079	85	21	213	639	784	564
"6727"	8451	2123	652	1420	5864	3989	5918
"6728"	3916	9732	2822	6916	7771	6215	7744
"6729"	79774	129	68	127	42	269	210
"6730"	113622	647	82	840	214	116	194
"6731"	55208	1873	334	1435	2044	1642	2370
"6732"	55002	1779	1045	1898	4579	4640	3879
"6733"	7027	2256	1016	1593	5391	4519	5638
"6734"	496	3	0	1	7	3	9
"6735"	6011	2	0	14	35	10	24
"6736"	100130386	43	5	38	8	0	25
"6737"	348013	80	12	75	39	24	33
"6738"	2621	3795	1012	5022	3990	3209	3605
"6739"	650669	17	0	21	28	23	16
"6740"	100506394	216	72	298	115	28	82
"6741"	643365	6	2	8	32	11	23
"6742"	22821	2091	848	2812	2672	1786	3067
"6743"	8881	2131	866	895	3966	3838	4833
"6744"	65110	2948	948	2229	9005	8342	12085
"6745"	283489	1416	203	1055	7418	4769	5990
"6746"	100132257	0	0	0	0	0	0
"6747"	440153	0	0	0	0	0	0
"6748"	404785	0	0	0	0	0	0
"6749"	100506092	0	0	0	0	0	0
"6750"	100506303	14	1	23	1	2	0
"6751"	100506350	3	1	6	0	0	0
"6752"	100506225	109	7	307	0	0	2
"6753"	100506179	30	3	88	0	0	0
"6754"	440157	202	15	607	1	0	0
"6755"	642477	379	12	1410	4	0	0
"6756"	100506616	20	0	61	1	1	0
"6757"	641455	3	1	4	6	5	1
"6758"	441669	0	0	0	0	0	0
"6759"	441670	0	0	0	0	0	0
"6760"	390429	0	0	0	0	0	0
"6761"	390431	0	0	0	0	0	0
"6762"	79317	0	0	0	0	0	0
"6763"	79544	0	0	0	0	0	0
"6764"	81127	0	0	0	0	0	0
"6765"	122740	0	0	0	0	0	0
"6766"	390433	0	0	0	0	0	0
"6767"	122742	0	0	0	0	0	0
"6768"	390436	0	0	0	0	0	0
"6769"	390437	0	0	0	0	0	0
"6770"	390439	0	0	0	0	0	0
"6771"	122748	4	0	0	3	0	0
"6772"	390442	0	0	0	8	0	9
"6773"	91875	577	129	435	1802	1429	1266
"6774"	57820	999	350	497	3112	2271	2061
"6775"	100113391	0	0	0	0	0	0
"6776"	85495	63	8	586	119	32	28
"6777"	10038	1818	321	1388	3195	2517	4012
"6778"	7011	569	352	442	1644	1469	1052
"6779"	123103	10	1	4	16	0	13
"6780"	55644	889	353	1143	3260	2520	4316
"6781"	328	4294	973	4252	14022	16512	16912
"6782"	90809	2631	608	3012	3668	2782	3590
"6783"	4860	399	304	131	255	342	305
"6784"	338879	0	0	0	0	0	0
"6785"	390443	0	0	0	0	0	0
"6786"	122651	0	0	0	0	0	0
"6787"	493901	0	0	0	0	0	0
"6788"	341799	0	0	0	0	0	0
"6789"	283	22	16	11	20	57	64
"6790"	6038	169	125	44	97	148	227
"6791"	10876	0	0	0	0	0	0
"6792"	64184	0	0	2	0	0	0
"6793"	6039	39	11	7	31	12	22
"6794"	6035	6325	1312	2501	708	221	466
"6795"	100507513	0	4	0	0	0	0
"6796"	6037	0	0	0	1	5	0
"6797"	643332	0	0	0	0	0	2
"6798"	6036	1	0	0	0	2	6
"6799"	64745	1021	277	643	1898	2274	2387
"6800"	29986	11	4	12	6	11	19
"6801"	57447	54884	63339	31219	5004	4487	7181
"6802"	122664	5	12	4	2	4	1
"6803"	440163	1	0	4	0	2	0
"6804"	84659	0	2	1	1	0	2
"6805"	122665	0	0	0	1	0	0
"6806"	55701	1746	1310	1407	2871	3524	4264
"6807"	51222	1713	744	2648	1516	2662	3360
"6808"	643382	30	26	26	17	16	32
"6809"	390445	0	0	0	0	0	0
"6810"	100505493	5091	727	4115	8611	3924	5293
"6811"	3183	10250	3403	7193	29775	23304	22826
"6812"	57096	21	7	3	44	35	47
"6813"	11198	4628	943	4895	13954	10681	14746
"6814"	57680	3648	814	5098	15604	12544	13075
"6815"	692053	1	0	0	11	5	7
"6816"	319103	0	0	0	10	8	3
"6817"	84932	2386	453	1316	4906	3510	5243
"6818"	9878	4483	812	4744	6854	5643	6193
"6819"	56339	1337	350	1443	4241	3944	5280
"6820"	6297	3451	1730	3740	8267	7502	9308
"6821"	26533	0	0	0	0	0	6
"6822"	28693	0	0	0	0	0	0
"6823"	26534	0	0	0	0	2	0
"6824"	28692	0	0	0	0	0	0
"6825"	26686	0	0	0	0	0	0
"6826"	28691	0	0	0	0	0	0
"6827"	28690	0	0	0	0	0	0
"6828"	28689	0	0	0	0	0	0
"6829"	28688	0	0	0	0	0	0
"6830"	6956	0	0	0	0	0	0
"6831"	28686	0	0	0	0	0	0
"6832"	28685	0	0	0	0	0	0
"6833"	28678	0	0	0	0	0	0
"6834"	28676	0	0	0	0	0	0
"6835"	28674	0	2	0	0	0	0
"6836"	28684	0	0	0	0	0	0
"6837"	28683	0	0	0	0	0	0
"6838"	28671	3	0	0	0	0	0
"6839"	28673	0	0	0	0	0	0
"6840"	28682	0	1	0	0	0	0
"6841"	28670	3	0	1	0	0	0
"6842"	28669	0	2	0	0	0	0
"6843"	28677	0	0	0	0	0	0
"6844"	28672	0	0	0	0	0	0
"6845"	28680	0	1	0	0	0	0
"6846"	28667	0	0	0	0	0	2
"6847"	28666	0	0	0	0	0	0
"6848"	28665	0	0	0	0	0	0
"6849"	28664	0	2	0	0	0	0
"6850"	28663	0	0	0	0	0	0
"6851"	28662	0	0	0	0	0	0
"6852"	28661	0	0	0	0	0	0
"6853"	28660	0	2	0	0	0	0
"6854"	28518	0	1	0	0	0	0
"6855"	28659	0	0	0	0	0	0
"6856"	28658	0	0	0	0	0	0
"6857"	28657	0	1	0	0	0	0
"6858"	28679	0	0	0	0	0	0
"6859"	28655	0	0	0	0	0	1
"6860"	28653	0	0	2	0	0	0
"6861"	28652	0	0	0	2	1	1
"6862"	28656	2	0	0	0	0	0
"6863"	28648	0	0	0	0	0	0
"6864"	28647	0	0	0	0	0	0
"6865"	28646	0	0	0	0	0	0
