Geneid	alignments
55920	2805
55160	2889
81569	3
84966	5898
127707	6
5081	413
80834	0
8659	3408
100302276	0
126917	2280
23352	10010
23065	3408
51154	1136
246181	70
22977	62
100506730	399
8574	791
54896	913
832	6556
644075	107
644083	0
440574	2257
4681	12674
3362	449
255104	141
54546	0
23252	2773
30814	0
5320	0
5322	289
26279	2
64600	0
391013	1
127733	881
127731	17
339505	88
55450	45689
79594	1879
163933	1915
978	38
65018	29972
1650	2996
57576	3174
400745	8111
50809	7868
8672	10645
100302155	0
1889	3887
100506824	2
100506801	5
84224	506
249	1423
5909	20082
84196	2304
401944	7
3339	737
23436	0
10136	0
29092	443
998	5256
54361	86
9923	2541
2046	124
712	139
714	307
713	151
2048	1590
100422914	0
646262	0
729059	4
23028	2808
100422866	0
7798	9113
3352	85
10236	3539
80818	1494
148898	344
6920	94
55616	909
1870	2
3399	677
259283	0
729856	0
6135	2768
6924	1541
100506963	15
57095	8983
11313	1181
2582	750
3155	450
2517	376
1269	0
55629	1649
10772	960
127294	8
58985	3
163702	103
284632	4
57822	12
90529	1821
57185	11581
11123	61
100506985	131
400746	0
10250	3164
25932	2143
864	58
25949	882
57035	3088
6007	69
23585	3339
6006	72
55219	1840
26119	586
57134	4686
100507013	6
57190	6181
56181	3108
646471	955
79000	267
164091	1272
3925	21169
5051	289
2134	9171
7780	16
84676	17
149420	674
79927	51
100128346	42
51042	76
10256	242
378807	0
64793	976
83442	3058
91544	1299
1043	6
55057	2
257101	2
79727	0
79947	2443
3151	1234
6195	327
100302190	0
8289	7571
55650	565
84243	1308
2810	2
54707	1018
63906	981
8431	2
10726	5352
126695	34
646567	25
388610	2559
115572	45
6548	5707
23038	8607
84065	2523
644961	3102
84958	78
9064	784
8547	7
388611	16
2827	755
10163	1573
27245	8976
2268	267
2537	1761
199870	528
23673	3715
5511	1553
677774	0
9473	461
6118	1229
27293	52
55113	332
2140	354
653566	2261
5724	69
22826	2351
93974	4336
83667	1252
54797	311
65979	808
8420	371
1104	392
6080	6
26768	7
54952	344
85028	129
692212	1
677838	30
677825	8
692073	28
115273	14
6883	330
26824	1
10691	321
51441	2641
4985	395
2035	864
399474	250
6429	5708
51102	1098
10076	3216
100288450	0
4146	44
100129196	40
7805	272
9672	29161
9698	7062
692234	1
692235	8
692200	0
28997	4
79570	1081
9410	319
51538	2252
2170	3770
347735	20
149086	0
284551	0
64129	731
3061	79
553115	3661
1307	1388
576	37707
100423028	2
90853	13
8073	5577
100507229	7
10657	3820
55116	696
23633	7564
200081	2929
79140	421
55721	492
149069	120
100507457	98
56063	356
8668	2214
339483	392
84734	42
3932	11
3065	549
65108	7282
100128071	150
81629	273
55108	7258
728116	133
653121	517
339487	191
5928	2994
81493	130
57648	6483
8565	6880
64766	729
252995	3137
3208	23613
113452	1730
127544	2025
100505584	345
204	924
113451	2443
55223	777
149076	3144
1912	4863
7579	231
114784	2112
127540	0
84970	22
693137	0
2709	81
127534	3
2707	80
2701	131
113444	3330
58512	18299
100506144	110
9204	844
79830	130
100506168	4263
6421	7656
9202	3309
79932	6449
23154	86924
339488	621
5690	1918
127703	11229
63967	178
192670	836
26523	3192
192669	247
27285	57
54936	1365
1296	59
27095	1599
55700	23382
9967	6119
79729	863
55194	504
83931	4010
100506594	5
84967	1430
127700	618
64960	611
1441	136
2899	6370
100422898	0
728431	63
80149	38
64769	3108
79753	887
7802	574
29889	874
284654	8
54955	886
55143	67
284656	3001
149175	2573
79693	500
127687	2108
4520	1427
3633	1040
10946	1117
2275	515
51118	544
5453	1066
64121	676
26292	118
100506806	1
81025	11
54933	131
79647	5415
4725	3503
23499	18649
100292290	0
643314	283
353500	1430
728448	420
8761	1834
100506950	5
677834	1
26508	274
84618	175
51440	30057
10450	1144
656	545
64064	105
100287437	10
54802	481
4610	91
84879	934
10487	4015
5538	6723
6018	1585
127391	2
10269	1387
1298	989
100286988	1010
64744	6978
65243	303
339559	177
64789	317
127396	142
9783	57386
100130557	164
4802	2012
407034	0
407031	0
9132	1633
163732	591
1503	994
100507178	59
200172	30
22955	2192
100132074	261
1907	0
59269	3017
100507198	96
2981	0
2980	0
22887	4956
284716	5907
84217	90
79717	1112
100507214	41
728621	173
10465	188
100507252	30
4904	2906
149461	0
64175	643
79078	385
100129924	8
100507268	0
374969	467
114625	520
51058	236
6513	5090
440584	73
440585	6
10969	2092
149465	56
100506711	71
128218	405
149466	4
7075	1075
4352	159
991	19
64834	1122
112950	1243
149469	116
23334	3159
81888	233
5792	21304
9682	2356
100132774	38
6487	1964
9048	92
9670	5626
1802	1365
533	3696
8704	7588
149473	947
6536	1106
128209	7
100129492	410
55929	2086
79033	3385
55182	7801
79639	466
339541	326
26830	0
11004	22
6202	2171
26811	88
94161	21
94162	23
94163	4
266675	150
1263	395
343521	2
149478	183
8643	1397
8891	916
100507337	1
79654	2844
7389	1848
57643	702
400752	41
84842	85
4595	360
114034	221
10420	320
126661	75
25974	558
5052	3311
10327	1221
4678	1534
149483	42
60313	2376
728963	15
51249	578
3652	377
23139	5713
8503	2258
100133124	0
10103	23
100507408	1
55624	3399
541468	345
8438	157
10489	3395
7388	2485
387338	1134
2166	1939
729041	18
127343	0
100507423	54
148930	211
8569	1058
148932	464
64756	7283
374973	4
9813	4245
100129898	60
1580	1
163720	3
1579	31
260293	975
199974	17
284541	8
10158	6
6886	177
6491	138
51727	2706
2301	0
84793	10
2306	23
388630	40
100507479	1
391037	2
200010	18
54558	305
84871	887
79656	1131
1996	4804
63950	15
11124	1012
1031	350
284546	0
26994	16706
22996	250
2060	10281
114883	825
4898	4360
100313892	0
5865	2775
51060	1302
112970	524
91408	1857
9372	4283
200014	1316
4998	17
84950	1355
23318	1630
2882	113
348378	5
65260	1550
79699	6031
440590	0
55268	552
6342	2495
127435	306
6512	17
1376	503
54987	739
4116	336
100507564	174
7804	2211
163742	2
63948	0
148979	342
55706	553
54432	626
1733	11
51668	162
115353	261
388633	0
9528	3174
127428	382
200008	18
606495	276
51253	2681
23648	2617
619518	41
26027	335
338094	78
374977	1113
7268	1115
25973	241
55001	74
163747	11
1718	30128
199964	18
7809	7
255738	24
23358	2967
100507634	40
100507652	0
8613	5594
5563	1845
199920	13
731	0
732	0
1600	573
115209	195
4070	7
114803	341
3725	11397
100131060	43
729467	0
55277	175
51361	1262
1573	371
127795	1
4774	2263
83941	353
10207	514
100422902	0
100422946	0
54596	5
163782	68
7398	965
85440	999
27329	0
100507664	0
84938	429
27022	0
29929	132
23421	38
84455	488
79469	43
5236	2330
4919	57
148581	0
57685	1007
55225	686
3716	4260
406893	0
205	3435
9829	22099
100505510	0
3953	215
54741	903
5142	4272
84251	3264
100422871	3
200132	201
10022	1
79819	84
57708	1233
23169	688
400757	5
149233	0
3595	379
26135	4273
1647	1442
55970	514
100289178	30
9077	201
79971	2229
100302279	0
6121	2
55635	22
57554	1220
5301	4078
55631	941
9295	4412
81573	2399
11147	347
1491	208
5733	84
100132618	33
9406	3309
406962	23
257194	8560
127255	6
8790	265
51086	149
127254	5383
1429	858
127253	1385
431707	1
204962	361
34	1476
5876	1282
692085	2
26805	2
26804	3
4438	26
127247	1
100505563	3
256435	235
81849	2822
256483	86
10026	1200
26289	26814
26009	1024
23032	3859
374986	3408
653631	859
374987	10
91624	124
8880	1814
11080	2038
54810	39
149047	0
5737	44
10964	259
10561	146
64123	129
23266	3605
79739	3565
5567	18662
148418	40
391051	13
58511	10
80135	531
2787	149
100505741	5
1486	137
439927	6
117178	5397
23566	65
255231	3
55283	5
126820	12
84144	106
148423	2461
8915	228
646626	4
23576	9896
3491	1154
54680	1242
255631	660
57489	994
9635	15
1179	0
22802	160
9629	0
51100	2525
9403	2064
9653	2008
339524	644
8543	25515
100505768	4
5586	972
2959	638
56267	229
494115	1613
2635	25
2633	127
2634	142
388646	12
115361	279
115362	18
163351	4
400759	1
23507	8370
400761	58
84230	1128
55144	1766
492303	145
284695	829
343472	8
100505821	220
100505809	69
100505840	2
84146	1189
100505857	43
164045	23
8317	909
343477	1589
7049	358
676	10
253152	988
284697	44
23285	6209
388649	16
11146	189
79871	207
2672	5
7813	1084
6125	4094
6083	2
26782	3
388650	2141
22823	691
50999	1166
343099	32
100131564	339
1810	2863
54874	1043
8412	677
100129046	5
100126348	41
30836	1555
2730	645
100505924	0
24	69
9411	717
100505940	0
5825	890
2152	1590
126969	102
1266	3435
729970	331
199857	222
148534	2239
25950	282
440594	0
58155	1596
1806	198
400765	200
406928	3
51375	299
163404	881
100129620	67
9890	10284
54873	290
391059	4
178	885
730081	72
23443	166
64645	1749
163786	94
54482	278
127495	92
1629	1904
100506007	101
8634	1777
693138	1
8556	166
54112	1000
7412	33
2135	1905
148867	476
51611	360
100506051	59
100506029	49
1901	2918
118427	3848
94236	70
1301	785
55599	530
280	957
648740	407
279	151
276	25
277	58
278	30
100129138	54
55170	1436
22854	1561
10451	161
29957	204
148545	2
100507044	0
400768	0
653149	1
284611	3696
113802	743
55119	2580
163479	2
6814	712
254268	1
642864	0
29899	623
23155	1678
22911	10996
6884	692
56900	1930
677766	21
127003	95
57535	2162
6301	10521
1952	35479
84722	2674
343263	25
6272	25107
5686	997
284612	107
127002	1068
284613	2215
57463	4531
83873	1547
2773	986
406974	4
2780	54
271	11231
2948	1043
2946	749
2944	542
100506210	78
2949	391
2947	4101
79574	1
1435	595
10768	12221
85369	2857
257	165
164153	22
388662	46016
100130800	1
3749	7639
100506257	254
64783	453
9122	104
10542	722
84432	9
643160	21
3744	0
3737	3007
3738	594
963	386
100506293	25
55791	536
128338	272
10390	811
79961	35
1117	2
149620	0
27159	0
128344	124
441897	0
5016	338
79084	810
515	2006
128346	101
140	72
100129269	7
5906	825
55924	7844
100506343	241
11218	572
3752	2984
643355	535
55917	1343
100422976	0
7482	353
54879	522
829	1457
4343	649
389	1472
333926	487
284467	26
128322	139
6566	1523
246182	269
100506392	89
9860	301
260425	2482
10745	945
54665	1273
26191	8
100287722	47
440603	33
10717	1100
64858	396
204851	6129
56944	122
148281	188
51592	3185
10286	1615
163259	57
270	0
4893	1357
7812	15858
80143	1319
6847	0
7252	0
10100	86
4803	43
100506434	9
81839	156
845	61
4808	75
55356	1067
126868	26
476	51502
84852	60
100506459	16
965	47
3321	2911
100302117	0
914	2
5738	3085
9398	110
8458	384
100126331	1
80263	566
100506478	10
79679	23
10905	2648
54855	61
54834	359
10885	752
200162	9
6913	35
10352	327
51179	4
3284	4
3283	0
441900	3
128102	322
644242	249
90874	775
26227	2519
3158	0
83998	0
343505	3
11085	0
4853	2667
100506528	99
100132913	366
653820	28
100132314	22
337875	73
2210	10
647121	30
100423008	0
375010	0
100422949	0
100132733	5
100422844	0
100130000	48
100286793	435
100287981	303
644591	18
728833	29
647135	560
728841	628
728855	447
730256	122
653505	2
728875	399
767846	68
400818	358
653513	815
9659	17206
100505971	183
9554	2697
440672	6643
388677	609
100132406	1032
100505987	36
148738	25
10628	2049
84265	596
284615	7607
128077	300
9939	862
114814	1359
8799	3508
8515	313
148741	793
10401	1694
200035	200
10623	597
27246	893
11126	56
5174	76
653519	342
728932	165
728939	55
26864	2
200030	447
100506011	3
100506032	498
100505723	0
100505752	10
149013	617
100505770	128
728989	154
5565	1601
100505794	338
171423	3605
2330	81
9557	897
100289211	2
607	3007
51205	196
2702	82
2703	0
51463	287
100312957	2
728912	213
100505824	3
284561	21
100132057	30
100505885	6
388685	146
100132999	300
164022	0
25832	621
729086	1338
645142	4
100288142	1728
284565	649
730262	0
728936	468
728945	7
642691	46
645166	309
26863	4
388692	1011
645262	0
100132417	9
100507552	13
653598	1
642441	443
100288037	17
644634	70
440689	99
2209	9
653604	7
8370	73
126961	47
8337	127
100132909	270
337873	55
723790	134
333932	44
554313	60
8349	547
8338	13
317772	0
51027	573
100507640	0
9900	44377
10262	815
10903	346
56957	1574
11311	1720
51177	3404
81611	2213
23632	185
51107	2162
79630	45
148523	556
54460	2496
9129	1053
23248	5547
80222	1619
1893	1022
54507	183
100422997	12
4170	5008
2029	18423
55204	883
84072	7
1520	96
1513	154
100289153	0
405	1291
9869	1226
29956	1726
8416	262
55793	867
58497	1119
149428	28
54964	176
56882	2618
10962	13121
126626	260
10500	2480
79626	36
388695	640
79005	507
29765	26
6944	2208
8394	1732
5710	2186
100507670	29
57592	2484
5298	4990
5993	2151
100505481	11
8991	1020
100505497	4
5692	1757
23126	6695
100505516	28
57530	339
7286	582
693139	0
81609	7748
11189	13713
284485	26
65005	1379
51686	137
11022	1175
339398	3
6097	10
100191040	67
100132111	229
284486	478
100505537	30
117145	413
6281	126
6282	37
100131107	0
126637	0
7062	271
126638	0
388697	230
2312	322
339400	141
388698	0
49860	0
254910	1
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	1
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	14
149018	0
4014	51
114771	0
57115	0
6280	31
6283	4
6279	41
338324	0
645922	0
6278	5
100505623	14
6277	1733
6276	10
6275	23
6274	2
6273	1
140576	927
57402	21
6284	878
6271	2627
26097	1993
23557	865
3608	1816
4881	72
65123	4842
11000	713
343052	11
57459	5064
9909	10537
200186	1692
27173	1359
148327	81
10899	2913
5872	279
6232	224
91181	19
7170	10505
100126346	0
388701	1
25912	7379
9898	6427
10456	1465
89872	1
57198	3608
3570	259
126669	208
126668	34
55585	3159
1141	11482
103	22819
3782	452
10654	2268
57326	6441
90780	3587
6464	1928
1163	63
100423020	0
80308	1108
55891	0
51043	1301
127579	43
149095	7
100505666	31
8751	1627
1945	19
1944	3241
1942	269
55974	203
54344	319
200185	275
80128	3607
4582	22
693235	9
7059	906
100129268	57
4580	899
2630	1585
2629	2713
10712	3423
10067	1872
1196	884
57657	1247
5313	67
2224	1731
284618	137
23623	9460
55870	13594
693140	0
645682	3
645676	135
55154	1127
55249	3776
7818	1174
100505728	28
100129405	539
54856	3204
23208	55043
6016	453
22889	1716
677823	2
677771	1
339403	4
9181	11134
6746	1497
56893	6225
28956	514
57111	10
92312	128
4000	1307
64218	2244
9673	6313
11243	516
632	129
79957	5952
23381	8146
84283	265
112770	609
391104	4
7203	4752
100505747	62
128229	8
57127	4
10485	3012
100505765	1026
407046	4
4209	21772
128239	131
164118	46
128240	2515
54865	2434
60484	2870
63827	14740
10763	1709
1382	355
81875	1176
51093	978
79590	1291
3068	6115
5546	4129
9047	8
4914	16
3645	25
375033	432
149499	15
9826	10046
768220	6
440695	22
2117	600
360155	4
83416	0
83417	0
115352	2
79368	4
115350	1
922	0
55243	197
100505785	0
646268	0
912	9
100505799	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	35
646377	0
149628	8
3428	196
9447	1
57863	23076
100131825	49
2532	318
2205	1
441911	0
26476	0
127385	0
325	0
1401	0
54935	334
343413	0
56833	102
284677	162
391123	29
25790	3
8407	955
57549	27
89886	0
100505633	0
93183	629
3766	7970
3765	15724
93185	21102
477	64842
480	790
844	892
8682	46226
50717	6962
100505686	1123
100287049	0
100505665	96
5824	3970
1314	10502
474338	2728
23385	2066
4807	109
57216	806
114836	4
8832	24
6504	0
962	6
57823	0
4063	2
51744	23
55600	1
142683	0
50848	504
100131187	342
7391	1956
257106	79
81607	3
126823	914
5202	1287
4817	1069
9191	1185
51506	2493
27005	2041
5498	740
8703	2078
9507	512
4720	4114
2207	29
336	0
84134	2194
9970	163
654790	2084
4359	165
6391	2164
257177	1727
100505703	45
2212	67
3310	45
2214	63
9103	18
3311	40
2215	25
2213	11
641311	137
84824	6
127943	144
11266	578
22926	674
25903	490
9722	5038
693141	0
284680	66
400793	388
117157	101
127933	7491
6675	1302
4921	189
51478	288
339512	2
100287509	0
5999	37718
8490	8055
100505773	16
83540	15
5087	10278
100505795	0
4009	0
100505805	0
6258	319
400794	0
440699	0
4259	1194
100505828	47
223	2168
54499	1515
100147773	21
7371	673
149297	588
100126349	1
116123	0
57645	4507
117143	842
100505860	436
387597	634
84944	65
10223	10
92235	82
5451	107
919	64
8804	1372
92241	468
100128751	1
9019	1437
55811	60
25874	3124
55827	6831
100313835	0
100329108	849
23432	478
261726	2609
375035	17
84832	29
100505900	148
9095	29
693142	0
100505918	0
6846	0
6375	7
1805	28
79100	0
481	35868
29922	395
8548	594
57821	616
10560	517
2153	76
6403	5
6402	33
6401	0
92342	110
55732	61
57147	381
22920	5690
149281	0
100422839	0
100423010	0
284688	0
92344	350
5396	513
100127910	38
80133	0
646804	8
2328	9
100302178	0
388714	0
2327	24
2326	3
2329	23
7151	1283
23215	7348
4653	0
8674	2114
51603	2458
26052	8441
406996	0
100422882	0
406977	1
100505991	32
92346	0
5279	605
51430	916
356	0
8995	3
7292	94
100506023	60
646870	104
9588	2315
284525	21
339416	361
27252	572
91687	63
55157	328
100506046	33
60674	130
26769	6
26802	31
26774	31
26770	11
692198	0
26806	9
692197	2
692196	2
692195	2
619498	8
84614	98
462	25
149041	1246
9910	451
9293	148
100506087	5276
27101	5235
100506117	523
63931	662
63923	18
9674	120
7143	4989
64326	586
677679	1
60676	39
460	17950
574441	0
57795	6559
100506128	16
89866	790
730102	238
100302401	39
9462	5565
400797	0
84066	3
400798	115
55103	338
9068	78
9917	7547
64222	1100
27	2878
6646	220
126859	3
7827	0
163589	81
100506206	2
148753	723
100506230	150
163590	1006
26092	2422
9857	1873
5768	3675
100506242	6
200058	843
89884	242
84320	758
100423032	0
9213	3010
57710	1138
10228	4657
3140	374
51278	5783
777	7025
127665	6
2752	71242
127670	0
388719	0
353299	1
6041	616
6004	281
284648	2
85397	128
80896	208
1660	3945
81626	0
3915	1159
3918	18
23057	22188
100506298	38
9887	7243
4688	43
10092	1861
100292409	1
23179	7413
403314	0
23127	3925
116461	910
81563	11697
80267	2509
100506336	0
116496	247
6045	721
81627	846
54823	183
10625	3231
100288079	0
83872	73
10216	8
7175	2545
54953	454
10896	28
5132	7
5743	402
5321	132
339479	1243
440704	0
100506420	0
64407	2
431704	0
5996	69
6003	7
5997	1209
100506438	119
51377	1017
6738	342
51022	281
79577	787
100302163	0
8707	2532
343450	570
3075	232
10878	0
3078	10
10877	3
3080	0
81494	2
2165	0
259266	16
360023	1329
23418	508
163486	61
388722	20
56956	2
140609	898
127124	0
5788	83
406955	0
406995	0
2494	0
339521	57
100506512	0
23528	1060
9928	7
83479	338
23271	8176
2848	7
55765	105
647215	0
23046	19184
100506546	56
779	110
647219	72
252839	5725
91156	150
5317	164
7139	708
3898	0
100506573	0
7135	0
23612	2813
1465	13546
100506590	3
376693	78
89796	7822
100302158	0
55705	6271
149345	5734
25802	929
10440	2071
6051	931
100506636	18
100289488	14
1999	5
9283	7709
127829	7851
5778	3
148713	18
59352	42
29089	180
4660	7939
100128726	15
127833	2329
10765	2662
100506696	115
641515	7
148709	68
5877	1406
59349	2498
51094	3637
51706	1405
100506747	0
92703	3312
100507405	2542
8497	12648
4656	4
134	9167
4608	42
1116	574
1118	45
100506775	14
730227	6
7832	2089
2331	78
5549	1840
26254	5
493	17186
677843	1
54900	2
9877	3498
100381270	426
6635	80
284573	4
9580	950
55224	587
5972	3
3814	4
127845	47
22874	13618
100506823	2
100506838	3
127841	0
84919	2422
5287	2318
4194	1586
10446	4449
100506855	67
23114	25906
6900	15452
388730	389
5929	1685
25778	5184
9911	12929
100506871	4
81788	20
55220	519
284576	0
93273	0
100506918	82
442891	0
284577	8
5129	6047
284578	509
148808	11020
100506969	804
2005	232
85414	625
64710	16663
8934	1077
254428	4025
100131354	115
148811	9
115019	18
100505630	418
729533	24
553	9
440712	0
100505650	2
1510	0
23380	4663
9641	88
574431	4
83593	2006
1939	643
8444	167
9261	876
3586	2
29949	0
50604	0
11009	0
9214	23
5284	0
83953	1
79098	15
55432	1045
5208	2161
725	1
722	15
100129101	22
1604	495
1380	6
1378	69
1379	0
4179	1800
407026	75
407025	33
148696	73
947	557
5362	13829
100506899	0
642587	0
406988	0
57172	6222
3914	831
100422894	0
50486	88
3290	202
80342	28
148304	167
3664	48
27042	1303
255928	206
574036	61
56256	407
55733	584
100505631	0
3756	7908
55758	1940
7188	583
84791	21
343035	2
7779	970
4751	62
9926	6624
25896	425
51514	18
100131205	325
100422947	0
5525	1565
692157	3
55248	579
29937	715
467	287
149647	2
55509	134
25936	1411
128387	592
149643	5
642946	95
28982	328
79805	94
90806	1830
26750	2265
100505832	47
5629	309
56950	2273
5784	1811
1063	137
648359	267
3776	594
51133	1746
7399	43
2104	1022
55105	330
128153	7
51018	653
7042	948
127018	405
55532	359
728528	0
2058	3087
10380	491
55699	2703
406997	0
406969	0
25782	2649
100302234	0
677818	0
6791	43
4139	3391
79762	22277
54996	635
64757	539
3142	33
400804	3
11221	329
728417	46
79802	1
9015	158
100506161	15
375056	4710
64853	804
148362	499
400823	3
84976	198
7100	30
55061	4621
164127	19
388743	12
824	2213
7159	2668
100506213	0
441124	313
100288102	53
100287497	89
23219	2125
8560	2235
4931	338
100313769	0
29097	275
80232	4882
100506354	92
149111	2043
127602	43
3930	539
55740	3173
6726	3375
2052	2822
9725	2228
10637	87
29920	2399
7044	24
163859	892
3020	608
100506398	0
64746	2176
83881	0
286826	112
142	6146
391169	222
375057	8679
3707	5908
100506443	0
5664	1188
100506460	305
56997	2918
8476	10155
100130466	1397
339500	150
100130093	231
65094	432
116841	4147
339501	0
7483	81
728728	27
89780	0
100506571	10
375	23665
79169	785
100506628	53
128308	673
2987	11841
57165	1050
100506642	163
200205	821
84033	2231
81559	2443
51127	1797
8290	0
92815	479
128312	40
149603	22335
100129094	0
100169751	0
100169753	0
100169754	1
100169755	1
100169756	1
100169757	1
100169758	0
100169759	0
100169760	0
100169761	1
100169762	0
100169763	0
100169764	1
100169765	0
100169766	0
100169767	0
574029	90
100169768	1
58480	1882
5867	1343
10638	119
126731	6889
58	110
55746	1501
23456	565
27097	1024
9816	492
2590	5905
79605	14681
22796	703
183	6353
10753	44
84886	3075
79573	635
64801	618
375061	137
100302132	0
440730	577
149373	0
128061	210
8443	1178
149371	1563
83932	228
54583	4744
645339	1
100303453	0
7257	1601
100287814	0
27185	4
27184	0
57568	5708
54627	286
84284	1147
80003	7440
84451	550
3775	6142
148641	1192
100506778	619
388753	849
6894	1382
100506795	97
359948	4968
100302691	22
100506810	7
100130249	0
9804	18746
677802	10
23029	629
51742	1741
9453	1005
6905	524
148789	755
2786	3718
1130	2307
100302139	0
4811	411
7107	996
56605	964
128178	19599
3964	1572
100287902	7
55127	1099
88	4197
100506876	4
4548	3190
6262	6297
100130331	2723
57829	0
339535	14
100505872	332
1131	1804
100506915	1
56776	6196
64388	1189
100506929	0
6000	2568
100422856	0
2271	1417
8564	91
23596	1307
1122	1824
128025	15
9156	14
440738	8
200150	251
731275	110
9859	4295
10806	731
10000	5906
100506975	10
339529	35
10472	14822
440742	8
200159	5
159	1311
257044	26
51029	707
116228	418
284702	963
3192	11033
84288	363
55083	836
64754	500
100507030	0
64216	382
163882	4656
51097	1617
100130097	148
149134	118
25909	1360
100507048	4
57116	6
93474	61
79862	101
388759	33
7678	53
317705	0
84838	1502
114548	160
127623	0
441932	0
148824	0
81472	0
148823	8
100507070	5
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	483
343171	322
343172	7
284521	536
391190	4
391191	1
26247	0
26246	2
391192	8
388762	0
127059	1
391194	0
127062	1
26245	12
391195	19
127064	8
391196	0
127066	0
127074	7
254879	1
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	269
80851	5904
100422879	2
79894	1403
55657	2267
267002	193
347688	9
10771	6979
22982	4550
100506940	0
414235	19
23185	3689
100288619	34
23560	892
91734	130
55853	157
3422	3985
22884	4932
399706	0
105	1245
100507019	16
642384	16
642394	22
5214	15060
10531	2913
100507034	144
1316	2995
100507059	0
100216001	0
338588	0
83592	85
389932	2
1645	290
1646	198
8644	115
340811	0
1109	1
114131	0
79861	2
10276	1635
51806	0
810	82
79754	2635
54906	1955
2665	3354
54522	706
84893	2388
3601	62
3559	0
84991	1962
