Geneid	alignments
55057	0
257101	5
79727	0
79947	446
3151	1144
6195	70
100302190	0
8289	1067
55650	261
84243	289
2810	4
54707	124
63906	176
8431	0
10726	1143
126695	0
646567	17
388610	347
115572	29
6548	691
23038	1204
84065	1092
644961	451
84958	29
9064	258
8547	0
388611	0
2827	108
10163	984
27245	823
2268	178
2537	1690
199870	251
23673	1796
5511	617
677774	0
9473	60
6118	522
27293	0
55113	183
2140	33
653566	1314
5724	4
22826	923
93974	1131
83667	245
54797	99
65979	508
8420	162
1104	69
6080	1
26768	9
54952	194
85028	85
692212	6
677838	20
677825	1
692073	8
115273	3
6883	215
26824	0
10691	38
51441	535
4985	3
2035	222
399474	105
6429	1333
51102	275
10076	262
100288450	0
4146	6
100129196	11
7805	170
9672	12489
9698	1221
692234	0
692235	0
692200	0
28997	2
79570	57
9410	122
51538	850
2170	346
347735	18
149086	0
284551	0
64129	795
3061	14
553115	1089
1307	1260
576	3081
100423028	0
90853	2
8073	4517
100507229	6
10657	1369
55116	218
23633	858
200081	827
79140	213
55721	109
149069	15
100507457	37
56063	89
8668	810
339483	174
84734	19
3932	38
3065	583
65108	6094
100128071	89
81629	32
55108	1736
728116	32
653121	157
339487	87
5928	1040
81493	50
57648	830
8565	804
64766	404
252995	642
3208	2586
113452	661
127544	163
100505584	2594
204	679
113451	279
55223	272
149076	905
1912	1193
7579	34
114784	148
127540	0
84970	0
693137	0
2709	6
127534	0
2707	14
2701	410
113444	573
58512	1014
100506144	123
9204	309
79830	112
100506168	2034
6421	1775
9202	826
79932	1216
23154	5539
339488	84
5690	426
127703	715
63967	18
192670	245
26523	736
192669	77
27285	44
54936	314
1296	29
27095	512
55700	1722
9967	1619
79729	41
55194	184
83931	787
100506594	0
84967	449
127700	121
64960	340
1441	5
2899	348
100422898	0
728431	34
80149	53
64769	899
79753	134
7802	437
29889	234
284654	0
54955	200
55143	20
284656	252
149175	337
79693	187
127687	1686
4520	405
3633	490
10946	376
2275	229
51118	270
5453	140
64121	153
26292	134
100506806	0
81025	7
54933	64
79647	1283
4725	1921
23499	8493
100292290	0
643314	60
353500	251
728448	109
8761	479
100506950	2
677834	1
26508	883
84618	12
51440	3239
10450	503
656	98
64064	16
100287437	0
54802	188
4610	30
84879	512
10487	2134
5538	2660
6018	379
127391	1
10269	798
1298	828
100286988	20
64744	814
65243	28
339559	118
64789	64
127396	71
9783	3571
100130557	88
4802	482
407034	0
407031	0
9132	119
163732	71
1503	141
100507178	7
200172	3
22955	516
100132074	15
1907	0
59269	131
100507198	44
2981	0
2980	0
22887	785
284716	413
84217	62
79717	390
100507214	9
728621	42
10465	54
100507252	15
4904	1921
149461	0
64175	184
79078	137
100129924	1
100507268	0
374969	199
114625	297
51058	114
6513	3901
440584	25
440585	0
10969	288
149465	1
100506711	9
128218	93
149466	0
7075	285
4352	42
991	3
64834	498
112950	333
149469	7
23334	553
81888	44
5792	2346
9682	411
100132774	14
6487	668
9048	9
9670	969
1802	234
533	1031
8704	1813
149473	267
6536	213
128209	10
100129492	229
55929	465
79033	1553
55182	1491
79639	171
339541	101
26830	0
11004	11
6202	2143
26811	8
94161	5
94162	11
94163	17
266675	10
1263	128
343521	1
149478	33
8643	171
8891	166
100507337	1
79654	454
7389	709
57643	219
400752	36
84842	53
4595	158
114034	123
10420	170
126661	218
25974	106
5052	3609
10327	413
4678	706
149483	12
60313	1055
728963	1
51249	288
3652	152
23139	886
8503	520
100133124	0
10103	15
100507408	0
55624	1116
541468	70
8438	33
10489	799
7388	1071
387338	233
2166	419
729041	5
127343	0
100507423	4
148930	24
8569	331
148932	283
64756	2380
374973	0
9813	3478
100129898	12
1580	7
163720	1
1579	1
260293	227
199974	12
284541	0
10158	8
6886	34
6491	31
51727	2321
2301	2
84793	44
2306	35
388630	82
100507479	14
391037	0
200010	8
54558	394
84871	33
79656	169
1996	54
63950	2
11124	308
1031	312
284546	0
26994	4953
22996	13
2060	3302
114883	702
4898	977
100313892	0
5865	46
51060	621
112970	50
91408	489
9372	559
200014	512
4998	3
84950	802
23318	457
2882	62
348378	3
65260	114
79699	836
440590	0
55268	537
6342	1830
127435	224
6512	14
1376	343
54987	471
4116	138
100507564	144
7804	423
163742	0
63948	0
148979	40
55706	166
54432	198
1733	0
51668	117
115353	155
388633	0
9528	2245
127428	198
200008	4
606495	59
51253	428
23648	394
619518	0
26027	149
338094	51
374977	347
7268	429
25973	57
55001	3
163747	0
1718	959
199964	2
7809	0
255738	6
23358	1522
100507634	7
100507652	0
8613	8068
5563	321
199920	4
731	0
732	0
1600	39
115209	184
4070	2
114803	47
3725	2098
100131060	20
729467	0
55277	111
51361	131
1573	469
127795	3
4774	2211
83941	333
10207	195
100422902	0
100422946	0
54596	6
163782	20
7398	604
85440	906
27329	2
100507664	0
84938	218
27022	0
29929	106
23421	54
84455	130
79469	20
5236	1731
4919	18
148581	2
57685	1021
55225	657
3716	1580
406893	0
205	2958
9829	1107
100505510	0
3953	554
54741	1975
5142	1392
84251	770
100422871	0
200132	28
10022	6
79819	49
57708	564
23169	326
400757	2
149233	0
3595	18
26135	2005
1647	300
55970	1127
100289178	34
9077	94
79971	2012
100302279	0
6121	35
55635	0
57554	143
5301	423
55631	383
9295	1434
81573	436
11147	227
1491	121
5733	32
100132618	7
9406	1482
406962	6
257194	730
127255	2
8790	156
51086	91
127254	239
1429	362
127253	283
431707	0
204962	148
34	1368
5876	492
692085	3
26805	1
26804	3
4438	11
127247	0
100505563	0
256435	224
81849	235
256483	1
10026	404
26289	1004
26009	375
23032	1298
374986	381
653631	351
374987	1
91624	106
8880	418
11080	648
54810	33
149047	0
5737	40
10964	695
10561	280
64123	497
23266	407
79739	289
5567	3100
148418	17
391051	3
58511	0
80135	199
2787	524
100505741	5
1486	228
439927	0
117178	1124
23566	95
255231	15
55283	15
126820	3
84144	13
148423	450
8915	165
646626	4
23576	10646
3491	1125
54680	473
255631	68
57489	259
9635	0
1179	0
22802	58
9629	0
51100	1836
9403	2107
9653	1055
339524	67
8543	3449
100505768	2
5586	674
2959	206
56267	270
494115	778
2635	185
2633	182
2634	148
388646	2
115361	236
115362	44
163351	1
400759	27
23507	598
400761	28
84230	526
55144	429
492303	33
284695	526
343472	0
100505821	195
100505809	24
100505840	0
84146	604
100505857	23
164045	42
8317	140
343477	563
7049	708
676	15
253152	86
284697	6
23285	566
388649	8
11146	72
79871	70
2672	15
7813	345
6125	1841
6083	0
26782	4
388650	480
22823	303
50999	839
343099	32
100131564	156
1810	501
54874	696
8412	337
100129046	0
100126348	0
30836	484
2730	157
100505924	0
24	15
9411	1448
100505940	0
5825	1008
2152	3649
126969	169
1266	4489
729970	144
199857	75
148534	850
25950	324
440594	0
58155	714
1806	163
400765	7
406928	0
51375	190
163404	135
100129620	12
9890	563
54873	236
391059	0
178	778
730081	4
23443	81
64645	569
163786	56
54482	226
127495	25
1629	621
100506007	31
8634	448
693138	0
8556	263
54112	48
7412	177
2135	411
148867	277
51611	207
100506051	34
100506029	119
1901	4586
118427	165
94236	6
1301	499
55599	83
280	383
648740	85
279	57
276	23
277	27
278	9
100129138	13
55170	228
22854	129
10451	193
29957	204
148545	0
100507044	0
400768	2
653149	0
284611	305
113802	71
55119	1035
163479	0
6814	868
254268	2
642864	0
29899	521
23155	647
22911	895
6884	303
56900	1149
677766	0
127003	38
57535	209
6301	1392
1952	2021
84722	345
343263	9
6272	3112
5686	326
284612	92
127002	200
284613	342
57463	243
83873	32
2773	870
406974	0
2780	3
271	1550
2948	589
2946	1341
2944	1754
100506210	206
2949	798
2947	3708
79574	6
1435	290
10768	13939
85369	425
257	73
164153	41
388662	1635
100130800	0
3749	703
100506257	48
64783	80
9122	151
10542	709
84432	1
643160	1
3744	0
3737	52
3738	10
963	114
100506293	4
55791	216
128338	254
10390	459
79961	19
1117	9
149620	0
27159	0
128344	86
441897	0
5016	74
79084	319
515	1544
128346	35
140	12
100129269	2
5906	789
55924	882
100506343	20
11218	130
3752	85
643355	75
55917	409
100422976	0
7482	14
54879	170
829	988
4343	335
389	2443
333926	45
284467	7
128322	39
6566	2057
246182	199
100506392	30
9860	67
260425	429
10745	179
54665	364
26191	40
100287722	3
440603	19
10717	260
64858	144
204851	1711
56944	220
148281	60
51592	1059
10286	443
163259	36
270	0
4893	647
7812	5973
80143	539
6847	0
7252	0
10100	74
4803	20
100506434	6
81839	123
845	347
4808	10
55356	200
126868	2
476	1723
84852	41
100506459	6
965	111
3321	166
100302117	0
914	44
5738	576
9398	36
8458	27
100126331	0
80263	171
100506478	1
79679	2
10905	440
54855	104
54834	113
10885	180
200162	9
6913	92
10352	114
51179	0
3284	0
3283	0
441900	1
128102	11
644242	33
90874	75
26227	3077
3158	0
83998	0
343505	0
11085	0
4853	2636
100506528	95
100132913	19
653820	5
100132314	0
337875	6
2210	3
647121	10
100423008	0
375010	1
100422949	6
100132733	0
100422844	0
100130000	35
100286793	67
100287981	77
644591	9
728833	3
647135	25
728841	256
728855	169
730256	17
653505	3
728875	164
767846	13
400818	76
653513	345
9659	3282
100505971	367
9554	686
440672	907
388677	613
100132406	468
100505987	16
148738	0
10628	4662
84265	396
284615	273
128077	185
9939	201
114814	701
8799	385
8515	293
148741	394
10401	486
200035	51
10623	85
27246	226
11126	119
5174	10
653519	105
728932	87
728939	24
26864	0
200030	220
100506011	0
100506032	162
100505723	0
100505752	0
149013	140
100505770	124
728989	50
5565	696
100505794	149
171423	1557
2330	65
9557	474
100289211	0
607	568
51205	158
2702	165
2703	2
51463	89
100312957	1
728912	79
100505824	0
284561	0
100132057	12
100505885	24
388685	45
100132999	44
164022	5
25832	289
729086	195
645142	2
100288142	809
284565	264
730262	5
728936	241
728945	3
642691	2
645166	69
26863	0
388692	103
645262	0
100132417	3
100507552	2
653598	4
642441	61
100288037	0
644634	4
440689	20
2209	1
653604	0
8370	17
126961	2
8337	64
100132909	108
337873	7
723790	38
333932	3
554313	14
8349	427
8338	4
317772	0
51027	191
100507640	0
9900	2309
10262	145
10903	156
56957	755
11311	807
51177	1198
81611	2696
23632	89
51107	1623
79630	163
148523	119
54460	1073
9129	361
23248	779
80222	341
1893	174
54507	44
100422997	1
4170	3085
2029	3593
55204	207
84072	0
1520	61
1513	76
100289153	0
405	509
9869	358
29956	1292
8416	189
55793	379
58497	255
149428	8
54964	93
56882	1216
10962	1206
126626	96
10500	437
79626	14
388695	187
79005	166
29765	4
6944	553
8394	547
5710	780
100507670	0
57592	596
5298	1133
5993	597
100505481	20
8991	1377
100505497	5
5692	669
23126	1542
100505516	3
57530	75
7286	59
693139	0
81609	1284
11189	1626
284485	16
65005	303
51686	33
11022	186
339398	0
6097	8
100191040	1
100132111	9
284486	35
100505537	38
117145	152
6281	442
6282	269
100131107	0
126637	0
7062	15
126638	0
388697	1
2312	73
339400	99
388698	0
49860	0
254910	3
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	2
353137	0
353135	2
353134	0
353133	0
353132	0
353131	0
448835	0
4184	4
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	2
149018	0
4014	7
114771	0
57115	0
6280	8
6283	0
6279	21
338324	0
645922	0
6278	0
100505623	6
6277	1285
6276	12
6275	145
6274	0
6273	9
140576	1948
57402	20
6284	2209
6271	5868
26097	520
23557	536
3608	671
4881	15
65123	1024
11000	164
343052	2
57459	787
9909	1074
200186	478
27173	883
148327	49
10899	1222
5872	549
6232	537
91181	12
7170	2174
100126346	0
388701	0
25912	2780
9898	859
10456	633
89872	0
57198	751
3570	87
126669	194
126668	18
55585	764
1141	397
103	3175
3782	123
10654	1428
57326	7515
90780	775
6464	764
1163	55
100423020	2
80308	243
55891	0
51043	601
127579	15
149095	1
100505666	1
8751	651
1945	24
1944	268
1942	192
55974	179
54344	326
200185	336
80128	356
4582	51
693235	4
7059	336
100129268	35
4580	200
2630	442
2629	598
10712	409
10067	516
1196	230
57657	85
5313	4
2224	381
284618	14
23623	602
55870	1950
693140	0
645682	0
645676	23
55154	262
55249	734
7818	377
100505728	5
100129405	76
54856	401
23208	8498
6016	500
22889	654
677823	1
677771	0
339403	3
9181	850
6746	853
56893	1539
28956	354
57111	0
92312	68
4000	1031
64218	938
9673	815
11243	361
632	58
79957	11719
23381	1630
84283	107
112770	187
391104	2
7203	1337
100505747	15
128229	3
57127	2
10485	11096
100505765	586
407046	5
4209	1409
128239	6
164118	1
128240	844
54865	468
60484	256
63827	8572
10763	1162
1382	137
81875	234
51093	265
79590	470
3068	2611
5546	588
9047	36
4914	26
3645	8
375033	464
149499	4
9826	923
768220	0
440695	5
2117	72
360155	0
83416	0
83417	0
115352	6
79368	2
115350	10
922	0
55243	110
100505785	0
646268	0
912	3
100505799	2
909	0
911	4
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	9
81448	0
391114	0
128371	0
128372	0
81442	0
4332	137
646377	0
149628	24
3428	333
9447	1
57863	2157
100131825	16
2532	85
2205	4
441911	0
26476	0
127385	0
325	0
1401	0
54935	203
343413	16
56833	17
284677	107
391123	3
25790	0
8407	1496
57549	8
89886	1
100505633	1
93183	171
3766	7757
3765	600
93185	2036
477	66371
480	192
844	73
8682	26436
50717	2004
100505686	212
100287049	0
100505665	6
5824	1409
1314	1666
474338	531
23385	832
4807	8
57216	543
114836	11
8832	21
6504	5
962	69
57823	44
4063	12
51744	27
55600	1
142683	0
50848	159
100131187	94
7391	518
257106	69
81607	0
126823	243
5202	751
4817	278
9191	360
51506	1084
27005	359
5498	275
8703	413
9507	124
4720	704
2207	18
336	0
84134	430
9970	31
654790	248
4359	63
6391	1309
257177	346
100505703	16
2212	8
3310	16
2214	115
9103	6
3311	24
2215	14
2213	5
641311	112
84824	10
127943	14
11266	154
22926	164
25903	66
9722	177
693141	1
284680	4
400793	71
117157	25
127933	1645
6675	355
4921	123
51478	148
339512	0
100287509	1
5999	1880
8490	20963
100505773	11
83540	20
5087	1770
100505795	0
4009	0
100505805	0
6258	304
400794	0
440699	6
4259	1019
100505828	3
223	2627
54499	1028
100147773	9
7371	50
149297	5
100126349	0
116123	0
57645	1527
117143	206
100505860	208
387597	72
84944	14
10223	6
92235	9
5451	91
919	119
8804	811
92241	239
100128751	0
9019	1212
55811	4
25874	702
55827	717
100313835	0
100329108	1508
23432	63
261726	472
375035	32
84832	56
100505900	122
9095	10
693142	0
100505918	0
6846	5
6375	5
1805	6
79100	0
481	2190
29922	74
8548	156
57821	101
10560	221
2153	18
6403	0
6402	45
6401	26
92342	70
55732	13
57147	111
22920	991
149281	0
100422839	0
100423010	0
284688	0
92344	113
5396	759
100127910	13
80133	0
646804	1
2328	84
100302178	0
388714	0
2327	19
2326	6
2329	28
7151	175
23215	1748
4653	0
8674	960
51603	314
26052	1261
406996	0
100422882	0
406977	2
100505991	40
92346	0
5279	189
51430	672
356	10
8995	1
7292	30
100506023	19
646870	24
9588	5545
284525	16
339416	103
27252	295
91687	41
55157	134
100506046	8
60674	131
26769	9
26802	28
26774	22
26770	10
692198	2
26806	0
692197	0
692196	4
692195	0
619498	0
84614	7
462	6
149041	464
9910	79
9293	1
100506087	631
27101	1025
100506117	361
63931	434
63923	4
9674	294
7143	520
64326	188
677679	0
60676	7
460	2581
574441	0
57795	1675
100506128	19
89866	97
730102	173
100302401	15
9462	520
400797	0
84066	0
400798	11
55103	80
9068	184
9917	1266
64222	271
27	417
6646	150
126859	0
7827	0
163589	4
100506206	0
148753	51
100506230	213
163590	200
26092	1597
9857	870
5768	441
100506242	1
200058	114
89884	29
84320	124
100423032	0
9213	684
57710	134
10228	721
3140	216
51278	244
777	187
127665	0
2752	125861
127670	0
388719	0
353299	1
6041	167
6004	108
284648	19
85397	1
80896	125
1660	1302
81626	0
3915	981
3918	24
23057	842
100506298	13
9887	1293
4688	31
10092	1035
100292409	0
23179	1288
403314	0
23127	1292
116461	396
81563	2048
80267	678
100506336	0
116496	205
6045	203
81627	280
54823	94
10625	1123
100288079	0
83872	37
10216	8
7175	829
54953	549
10896	3
5132	0
5743	89
5321	92
339479	505
440704	1
100506420	0
64407	7
431704	0
5996	139
6003	0
5997	172
100506438	95
51377	216
6738	296
51022	57
79577	588
100302163	0
8707	259
343450	198
3075	806
10878	0
3078	55
10877	0
3080	0
81494	0
2165	0
259266	2
360023	485
23418	566
163486	44
388722	21
56956	0
140609	2093
127124	0
5788	254
406955	0
406995	0
2494	0
339521	8
100506512	2
23528	106
9928	2
83479	178
23271	1882
2848	0
55765	123
647215	0
23046	2344
100506546	23
779	34
647219	5
252839	1990
91156	149
5317	25
7139	158
3898	2
100506573	0
7135	0
23612	525
1465	20871
100506590	0
376693	20
89796	2043
100302158	0
55705	1296
149345	1600
25802	915
10440	524
6051	372
100506636	8
100289488	4
1999	5
9283	6581
127829	1630
5778	27
148713	9
59352	313
29089	33
4660	2118
100128726	10
127833	60
10765	591
100506696	143
641515	4
148709	26
5877	252
59349	554
51094	1252
51706	705
100506747	0
92703	360
100507405	100
8497	1311
4656	0
134	1512
4608	4
1116	297
1118	3
100506775	2
730227	2
7832	1897
2331	137
5549	2566
26254	1
493	2801
677843	2
54900	0
9877	1439
100381270	86
6635	192
284573	2
9580	536
55224	363
5972	4
3814	6
127845	10
22874	1963
100506823	0
100506838	0
127841	1
84919	819
5287	504
4194	948
10446	562
100506855	5
23114	1743
6900	1389
388730	65
5929	263
25778	757
9911	1424
100506871	0
81788	7
55220	66
284576	0
93273	1
100506918	15
442891	0
284577	0
5129	1053
284578	88
148808	860
100506969	500
2005	22
85414	56
64710	8672
8934	627
254428	1425
100131354	35
148811	1
115019	12
100505630	16
729533	2
553	0
440712	0
100505650	0
1510	0
23380	406
9641	31
574431	0
83593	181
1939	321
8444	48
9261	912
3586	4
29949	0
50604	0
11009	2
9214	33
5284	0
83953	0
79098	4
55432	223
5208	881
725	0
722	0
100129101	1
1604	206
1380	1
1378	2
1379	0
4179	1692
407026	46
407025	9
148696	2
947	721
5362	810
100506899	0
642587	0
406988	0
57172	475
3914	60
100422894	0
50486	64
3290	45
80342	29
148304	17
3664	9
27042	152
255928	65
574036	27
56256	13
55733	78
100505631	0
3756	217
55758	601
7188	282
84791	19
343035	0
7779	327
4751	6
9926	673
25896	153
51514	6
100131205	779
100422947	0
5525	1517
692157	4
55248	194
29937	771
467	160
149647	3
55509	71
25936	521
128387	301
149643	6
642946	13
28982	51
79805	29
90806	641
26750	436
100505832	19
5629	24
56950	259
5784	399
1063	8
648359	139
3776	129
51133	1104
7399	5
2104	130
55105	57
128153	0
51018	255
7042	1119
127018	371
55532	545
728528	0
2058	918
10380	288
55699	1306
406997	0
406969	0
25782	657
100302234	0
677818	0
6791	11
4139	411
79762	1445
54996	221
64757	309
3142	31
400804	0
11221	64
728417	11
79802	0
9015	61
100506161	18
375056	636
64853	794
148362	77
400823	0
84976	127
7100	20
55061	396
164127	0
388743	8
824	2343
7159	3660
100506213	0
441124	126
100288102	2
100287497	18
23219	440
8560	971
4931	121
100313769	0
29097	128
80232	1581
100506354	29
149111	140
127602	21
3930	595
55740	2588
6726	3906
2052	2580
9725	504
10637	29
29920	1129
7044	18
163859	392
3020	517
100506398	0
64746	561
83881	0
286826	45
142	2260
391169	23
375057	581
3707	5547
100506443	0
5664	303
100506460	56
56997	418
8476	2165
100130466	359
339500	226
100130093	25
65094	158
116841	595
339501	0
7483	2
728728	5
89780	0
100506571	0
375	4324
79169	257
100506628	43
128308	339
2987	5248
57165	79
100506642	26
200205	243
84033	499
81559	258
51127	114
8290	0
92815	59
128312	0
149603	2813
100129094	0
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	1
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
574029	12
100169768	0
58480	926
5867	682
10638	171
126731	713
58	12
55746	655
23456	271
27097	424
9816	141
2590	1348
79605	709
22796	311
183	7806
10753	16
84886	2733
79573	123
64801	319
375061	223
100302132	0
440730	95
149373	0
128061	89
8443	553
149371	194
83932	95
54583	1892
645339	0
100303453	0
7257	579
100287814	0
27185	4
27184	0
57568	805
54627	61
84284	448
80003	375
84451	59
3775	368
148641	110
100506778	61
388753	273
6894	527
100506795	136
359948	1803
100302691	4
100506810	3
100130249	0
9804	2404
677802	0
23029	281
51742	622
9453	438
6905	117
148789	269
2786	881
1130	582
100302139	0
4811	590
7107	1619
56605	424
128178	7558
3964	113
100287902	0
55127	356
88	313
100506876	0
4548	606
6262	276
100130331	230
57829	0
339535	49
100505872	4
1131	18
100506915	0
56776	1666
64388	52
100506929	0
6000	377
100422856	0
2271	558
8564	23
23596	20
1122	371
128025	0
9156	5
440738	4
200150	27
731275	26
9859	519
10806	392
10000	389
100506975	1
339529	18
10472	2890
440742	4
200159	3
159	455
257044	7
51029	320
116228	241
284702	770
3192	4864
84288	364
55083	147
64754	135
100507030	0
64216	61
163882	449
51097	725
100130097	20
149134	17
25909	509
100507048	0
57116	5
93474	44
79862	32
388759	29
7678	17
317705	0
84838	165
114548	30
127623	0
441932	0
148824	3
81472	0
148823	0
100507070	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	37
343171	8
343172	0
284521	24
391190	0
391191	0
26247	0
26246	2
391192	0
388762	0
127059	0
391194	0
127062	0
26245	0
391195	0
127064	0
391196	0
127066	0
127074	0
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	6
80851	685
100422879	1
79894	564
55657	620
267002	66
347688	2
10771	3257
22982	784
100506940	0
414235	9
23185	663
100288619	2
23560	315
91734	41
55853	112
3422	2002
22884	461
399706	3
105	138
100507019	4
642384	35
642394	2
5214	1485
10531	939
100507034	37
1316	1034
100507059	0
100216001	0
338588	0
83592	17
389932	0
1645	129
1646	103
8644	370
340811	0
1109	2
114131	0
79861	0
10276	957
51806	0
810	10
79754	429
54906	524
2665	1611
54522	84
84893	554
3601	21
3559	2
84991	1620
5209	2448
100422989	0
399716	2
5588	79
439949	66
100507127	3
57713	83
80760	2458
3698	78
22944	53
509	892
83860	168
399717	2
2625	0
100507143	0
100507163	0
207107	39
254312	0
10659	2292
414196	6
9712	155
100507213	47
100507228	0
79746	26
254427	17
219731	18
26019	613
55526	830
55176	459
11164	95
8872	280
57118	162
100313841	0
283070	1097
83643	1231
10133	1559
55388	1
26826	9
221044	4
5264	560
22929	779
222389	106
8559	155
100507260	51
55691	1320
100422843	0
100302116	0
83641	1250
100507309	29
100507281	6
441549	16
51182	159
79723	97
64421	114
644890	16
100289151	7
55301	16
414149	6188
221060	0
10557	85
9397	427
100192204	0
221061	2275
8516	67
80013	427
9317	535
389941	34
6251	714
8029	42
1787	151
100507347	25
7431	7877
338596	30
100128098	2
9200	41
8027	299
653567	0
414308	6
574446	0
100289299	0
4360	5
574445	0
221074	1831
783	607
100507383	32
221078	196
221079	67
340895	6
84898	44
10529	7855
